진료과,순위,상명코드,상병명,건수,지역,년도
일반내과,16,B37,칸디다증,9,광주,2019
일반내과,17,I20,협심증,8,광주,2019
일반내과,18,R07,인후 및 흉곽의 동통,7,광주,2019
일반내과,19,E14,상세불명의 당뇨병,7,광주,2019
일반내과,20,Y59,치료용으로 사용시 유해작용을 나타내는 기타 및 상세불명의 백신 및 생물학적 물질,6,광주,2019
재활의학과,1,M48,기타 척추병증,5900,광주,2019
재활의학과,2,I63,뇌경색증,3247,광주,2019
재활의학과,3,M75,어깨병변,2733,광주,2019
재활의학과,4,M51,기타 추간판장애,2690,광주,2019
재활의학과,5,M79,달리 분류되지 않은 기타 연조직장애,2310,광주,2019
재활의학과,6,M17,윤충증,1746,광주,2019
재활의학과,7,I69,대뇌혈관 질환의 후유증,1499,광주,2019
재활의학과,8,G54,신경뿌리 및 신경총 장애,1337,광주,2019
재활의학과,9,M19,"연기, 불 및 화염에 노출",1188,광주,2019
재활의학과,10,G82,하반신마비 및 사지마비,1112,광주,2019
재활의학과,11,M13,추 락,1077,광주,2019
재활의학과,12,M54,배통,908,광주,2019
재활의학과,13,M50,목뼈원판 장애,877,광주,2019
재활의학과,14,I61,뇌내출혈,787,광주,2019
재활의학과,15,G95,척수의 기타질환,641,광주,2019
재활의학과,16,M77,기타 골부착부병증,576,광주,2019
재활의학과,17,I62,기타 비외상성 머리내 출혈,570,광주,2019
재활의학과,18,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",554,광주,2019
재활의학과,19,M15,진균증,474,광주,2019
재활의학과,20,G63,달리 분류된 질환에서의 다발신경병증,428,광주,2019
정신건강의학과,1,F32,우울증 에피소드,4182,광주,2019
정신건강의학과,2,F51,비기질적 수면 장애,3159,광주,2019
정신건강의학과,3,F41,기타 불안장애,1893,광주,2019
정신건강의학과,4,F43,심한 스트레스에 대한 반응 및 적응장애,658,광주,2019
정신건강의학과,5,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,658,광주,2019
정신건강의학과,6,F00,알츠하이머병에서의 치매(G30.-+),531,광주,2019
정신건강의학과,7,F20,조현병,392,광주,2019
정신건강의학과,8,F03,상세불명의 치매,358,광주,2019
정신건강의학과,9,F45,신체형장애,307,광주,2019
정신건강의학과,10,G47,수면장애,305,광주,2019
정신건강의학과,11,F31,양극성 정동장애,259,광주,2019
정신건강의학과,12,F10,알콜사용에 의한 정신및 행동장애,256,광주,2019
정신건강의학과,13,F29,상세불명의 비기질적 정신병,146,광주,2019
정신건강의학과,14,F99,정신장애 NOS,115,광주,2019
정신건강의학과,15,F33,재발성 우울장애,94,광주,2019
정신건강의학과,16,F22,지속성 망상장애,82,광주,2019
정신건강의학과,17,F42,강박장애,74,광주,2019
정신건강의학과,18,R41,인지기능 및 자각에 관한 기타 증상 및 징후,63,광주,2019
정신건강의학과,19,F02,달리 분류된 기타 질환에서의 치매,63,광주,2019
정신건강의학과,20,F40,공포성 불안장애,55,광주,2019
정형외과,1,M17,윤충증,11760,광주,2019
정형외과,2,M48,기타 척추병증,4186,광주,2019
정형외과,3,M75,어깨병변,4054,광주,2019
정형외과,4,R52,달리 분류되지 않은 통증,3136,광주,2019
정형외과,5,M81,병적골절이 없는 골다공증,1095,광주,2019
정형외과,6,M10,활막 및 건 장애,900,광주,2019
정형외과,7,S72,대퇴골의 골절,867,광주,2019
정형외과,8,S82,발목을 포함한 아래다리의 골절,687,광주,2019
정형외과,9,T14,상세불명의 신체부위의 손상,578,광주,2019
정형외과,10,S52,아래팔의 골절,528,광주,2019
정형외과,11,M19,"연기, 불 및 화염에 노출",489,광주,2019
정형외과,12,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,427,광주,2019
정형외과,13,M13,추 락,410,광주,2019
정형외과,14,M65,활막염 및 건초염,375,광주,2019
정형외과,15,M77,기타 골부착부병증,374,광주,2019
정형외과,16,G56,팔의 단일신경병증,348,광주,2019
정형외과,17,M23,유독성 물질에 의한 불의의 중독 및 노출,313,광주,2019
정형외과,18,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,312,광주,2019
정형외과,19,S62,손목 및 손부위의 골절,307,광주,2019
정형외과,20,S92,발목을 제외한 발의 골절,304,광주,2019
종합검진,1,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,895,광주,2019
종합검진,2,K63,창자의 기타 질환,16,광주,2019
종합검진,3,K29,위염 및 십이지장염,5,광주,2019
종합검진,4,K21,위-식도역류병,2,광주,2019
치과,1,K05,치은염(잇몸염)및 치주 질환,14121,광주,2019
치과,2,K02,치아우식증,5453,광주,2019
치과,3,K04,치수 및 치근단주위조직의 질환,4442,광주,2019
치과,4,K08,치아 및 지지구조의 기타 장애,2859,광주,2019
치과,5,S02,머리뼈 및 얼굴뼈의 골절,236,광주,2019
치과,6,K07,치아얼굴이상[부정교합포함],171,광주,2019
치과,7,K03,치아경조직의 기타 질환,66,광주,2019
치과,8,A04,기타 세균성 창자 감염,45,광주,2019
치과,9,K12,입안염 및 관련 병터,13,광주,2019
치과,10,K14,혀의 질환,10,광주,2019
치과,11,K10,턱의 기타 질환,10,광주,2019
치과,12,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",8,광주,2019
치과,13,K00,치아의 발육 및 맹출(이돋이) 장애,5,광주,2019
치과,14,K13,입술 및 구강점막의 기타 질환,5,광주,2019
치과,15,K01,매몰치 및 매복치,4,광주,2019
치과,16,J01,급성 부비동염,3,광주,2019
치과,17,C03,잇몸의 악성 신생물,2,광주,2019
치과,18,G53,달리 분류된 질환에서의 뇌신경장애,2,광주,2019
치과,19,K06,치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애,2,광주,2019
치과,20,S01,머리의 열린상처,1,광주,2019
통증클리닉,1,G56,팔의 단일신경병증,815,광주,2019
통증클리닉,2,M79,달리 분류되지 않은 기타 연조직장애,158,광주,2019
통증클리닉,3,M48,기타 척추병증,87,광주,2019
통증클리닉,4,G53,달리 분류된 질환에서의 뇌신경장애,77,광주,2019
통증클리닉,5,M54,배통,40,광주,2019
통증클리닉,6,M72,섬유모세포장애,19,광주,2019
통증클리닉,7,G58,기타 단일신경병증,17,광주,2019
통증클리닉,8,M75,어깨병변,16,광주,2019
통증클리닉,9,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",13,광주,2019
통증클리닉,10,M77,기타 골부착부병증,10,광주,2019
통증클리닉,11,M17,윤충증,7,광주,2019
통증클리닉,12,G51,얼굴신경 장애,3,광주,2019
통증클리닉,13,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,3,광주,2019
통증클리닉,14,M51,기타 추간판장애,2,광주,2019
통증클리닉,15,M89,뼈의 기타 장애,2,광주,2019
통증클리닉,16,G54,신경뿌리 및 신경총 장애,2,광주,2019
통증클리닉,17,G44,기타 두통증후군,2,광주,2019
통증클리닉,18,B02,대상포진,1,광주,2019
통증클리닉,19,M25,달리 분류되지 않은 기타 관절장애,1,광주,2019
통증클리닉,20,G83,기타 마비증후군,1,광주,2019
피부과,1,L23,앨러지성 접촉피부염,6175,광주,2019
피부과,2,B35,피부사상균증,5415,광주,2019
피부과,3,L21,지루피부염,2650,광주,2019
피부과,4,L85,기타 표피의 비후,1304,광주,2019
피부과,5,L28,만성 단순태선 및 양진,1090,광주,2019
피부과,6,L30,기타 피부염,1050,광주,2019
피부과,7,L29,소양증,986,광주,2019
피부과,8,L50,두드러기,865,광주,2019
피부과,9,B02,대상포진,490,광주,2019
피부과,10,L24,자극성 접촉피부염,439,광주,2019
피부과,11,B00,헤르페스바이러스[단순헤르페스] 감염,425,광주,2019
피부과,12,B07,바이러스성 사마귀,400,광주,2019
피부과,13,L84,티눈 및 굳은살,382,광주,2019
피부과,14,T14,상세불명의 신체부위의 손상,299,광주,2019
피부과,15,G53,달리 분류된 질환에서의 뇌신경장애,283,광주,2019
피부과,16,L40,건선,268,광주,2019
피부과,17,L20,질병이환 및 사망의 외인,198,광주,2019
피부과,18,H22,달리 분류된 질환에서의 홍채 및 섬모체의 장애,161,광주,2019
피부과,19,L57,비전리성 방사선에 만성 노출에 의한 피부 변화,152,광주,2019
피부과,20,L82,지루각화증,152,광주,2019
한의과,1,U23,,2655,광주,2019
한의과,2,M79,달리 분류되지 않은 기타 연조직장애,1049,광주,2019
한의과,3,U24,,1028,광주,2019
한의과,4,M54,배통,564,광주,2019
한의과,5,M25,달리 분류되지 않은 기타 관절장애,425,광주,2019
한의과,6,U66,심허증(心虛證),163,광주,2019
한의과,7,G19,,137,광주,2019
한의과,8,R53,병감 및 피로,134,광주,2019
한의과,9,K30,소화불량,126,광주,2019
한의과,10,J30,혈관운동성 및 앨러지성 비염,75,광주,2019
한의과,11,R05,기침,64,광주,2019
한의과,12,R51,두통,46,광주,2019
한의과,13,R61,다한증,35,광주,2019
한의과,14,U30,근골격계 및 결합조직의 질환,30,광주,2019
한의과,15,G47,수면장애,27,광주,2019
한의과,16,K59,기타 기능적 창자 장애,25,광주,2019
한의과,17,H93,달리 분류되지 않은 귀의 기타 장애,24,광주,2019
한의과,18,M17,윤충증,21,광주,2019
한의과,19,S92,발목을 제외한 발의 골절,21,광주,2019
한의과,20,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",21,광주,2019
핵의학과,1,C50,유방의 악성 신생물,140,광주,2019
핵의학과,2,E05,갑상선독증[갑상선기능항진증],2,광주,2019
핵의학과,3,R07,인후 및 흉곽의 동통,1,광주,2019
핵의학과,4,E21,부갑상선기능항진증 및 부갑상선의 기타장애,1,광주,2019
핵의학과,5,C18,결장의 악성 신생물,1,광주,2019
핵의학과,6,S32,허리뼈 및 골반의 골절,1,광주,2019
핵의학과,7,I20,협심증,1,광주,2019
혈액종양내과,1,D46,골수형성이상증후군,1728,광주,2019
혈액종양내과,2,D64,기타 빈혈,882,광주,2019
혈액종양내과,3,D47,림프. 조혈 및 관련조직의 행동양식 불명 또는 미상의 기타 신생,869,광주,2019
혈액종양내과,4,D72,백혈구의 기타 장애,817,광주,2019
혈액종양내과,5,C16,위의 악성 신생물,252,광주,2019
혈액종양내과,6,D69,자색반증 및 기타 출혈성 병태,220,광주,2019
혈액종양내과,7,D50,철결핍성 빈혈,201,광주,2019
혈액종양내과,8,R53,병감 및 피로,199,광주,2019
혈액종양내과,9,C18,결장의 악성 신생물,147,광주,2019
혈액종양내과,10,C22,간 및 간내담관의 악성 신생물,138,광주,2019
혈액종양내과,11,R63,음식 및 수액섭취에 관계된 증상 및 징후,134,광주,2019
혈액종양내과,12,C90,다발성 골수종 및 악성 형질세포신생물,119,광주,2019
혈액종양내과,13,C34,기관지 및 폐의 악성 신생물,110,광주,2019
혈액종양내과,14,D61,기타 무형성빈혈,106,광주,2019
혈액종양내과,15,D53,기타 영양성 빈혈,102,광주,2019
혈액종양내과,16,K63,창자의 기타 질환,100,광주,2019
혈액종양내과,17,C61,전립선의 악성 신생물,93,광주,2019
혈액종양내과,18,D68,기타 응고결함,79,광주,2019
혈액종양내과,19,C85,기타 및 상세불명 형의 비호지킨 림프종,75,광주,2019
혈액종양내과,20,D75,혈액 및 조혈기관의 기타 질환,70,광주,2019
호흡기내과,1,J44,기타 만성 폐쇄성 폐질환,6526,광주,2019
호흡기내과,2,J00,급성 코인두염 [감기],2778,광주,2019
호흡기내과,3,J45,천식,2413,광주,2019
호흡기내과,4,J40,급성인지 만성인지 명시되지 않은 기관지염,1940,광주,2019
호흡기내과,5,J18,상세불명 병원체의 폐렴,1718,광주,2019
호흡기내과,6,C34,기관지 및 폐의 악성 신생물,865,광주,2019
호흡기내과,7,I10,본태성(원발성) 고혈압,667,광주,2019
호흡기내과,8,J84,기타 사이질성 폐질환,586,광주,2019
호흡기내과,9,J69,고체 및 액체에 의한 폐염,427,광주,2019
호흡기내과,10,J47,기관지확장증,410,광주,2019
호흡기내과,11,J01,급성 부비동염,397,광주,2019
호흡기내과,12,R05,기침,366,광주,2019
호흡기내과,13,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,269,광주,2019
호흡기내과,14,J30,혈관운동성 및 앨러지성 비염,265,광주,2019
호흡기내과,15,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,258,광주,2019
호흡기내과,16,J42,상세불명의 만성 기관지염,251,광주,2019
호흡기내과,17,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,227,광주,2019
호흡기내과,18,K21,위-식도역류병,207,광주,2019
호흡기내과,19,Z20,전염성 질환에 접촉 및 노출,197,광주,2019
호흡기내과,20,J98,기타 호흡장애,183,광주,2019
가정의학과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,4850,대구,2019
가정의학과,2,J00,급성 코인두염[감기],697,대구,2019
가정의학과,3,C34,기관지 및 폐의 악성 신생물,453,대구,2019
가정의학과,4,I10,본태성(일차성)고혈압,405,대구,2019
가정의학과,5,F00,알츠하이머병에서의 치매(G30.-+),367,대구,2019
가정의학과,6,K21,위-식도역류병,307,대구,2019
가정의학과,7,K29,위염 및 십이지장염,287,대구,2019
가정의학과,8,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,187,대구,2019
가정의학과,9,T65,기타 및 상세불명 물질의 중독작용,181,대구,2019
가정의학과,10,C16,위의 악성 신생물,157,대구,2019
가정의학과,11,E66,비만,157,대구,2019
가정의학과,12,E11,인슐린-비의존 당뇨병,128,대구,2019
가정의학과,13,K27,상세불명 부위의 소화성 궤양,118,대구,2019
가정의학과,14,C61,전립선의 악성 신생물,104,대구,2019
가정의학과,15,R94,기능검사의 이상결과,101,대구,2019
가정의학과,16,F03,상세불명의 치매,91,대구,2019
가정의학과,17,I63,뇌경색증,70,대구,2019
가정의학과,18,E78,지질단백질대사장애 및 기타 지질증,68,대구,2019
가정의학과,19,G81,편마비,66,대구,2019
가정의학과,20,C18,결장의 악성 신생물,52,대구,2019
내과,1,I10,본태성(일차성)고혈압,23508,대구,2019
내과,2,E11,인슐린-비의존 당뇨병,19115,대구,2019
내과,3,I20,협심증,13294,대구,2019
내과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,8713,대구,2019
내과,5,N18,만성 콩팥(신장)기능상실,6503,대구,2019
내과,6,K21,위-식도역류병,5596,대구,2019
내과,7,K29,위염 및 십이지장염,4930,대구,2019
내과,8,R07,인후 및 흉곽의 동통,4122,대구,2019
내과,9,E78,지질단백질대사장애 및 기타 지질증,3279,대구,2019
내과,10,J44,기타 만성 폐쇄성 폐질환,2800,대구,2019
내과,11,I48,심방세동 및 조동,2755,대구,2019
내과,12,J42,상세불명의 만성 기관지염,2463,대구,2019
내과,13,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,2091,대구,2019
내과,14,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,1839,대구,2019
