연령대,순위,상병코드,상병명,건수,지역,년도
70대,6,I20,협심증,18045,중앙,2023
70대,7,L30,기타 피부염,16061,중앙,2023
70대,8,I63,뇌경색증,12493,중앙,2023
70대,9,I10,본태성(원발성) 고혈압,11952,중앙,2023
70대,10,C61,전립선의 악성 신생물,11506,중앙,2023
70대,11,N18,만성 콩팥(신장)기능상실,11080,중앙,2023
70대,12,H35,기타 망막장애,10747,중앙,2023
70대,13,R42,현기 및 어지러움,9844,중앙,2023
70대,14,I11,고혈압성 심장병,9389,중앙,2023
70대,15,G81,편마비,9356,중앙,2023
70대,16,K04,치수 및 치근단주위조직의 질환,9262,중앙,2023
70대,17,K02,치아우식증,8885,중앙,2023
70대,18,M75,어깨병변,8593,중앙,2023
70대,19,H42,달리 분류된 질환에서의 녹내장,7426,중앙,2023
70대,20,C34,기관지 및 폐의 악성 신생물,7206,중앙,2023
80대,1,N40,전립선증식증,15129,중앙,2023
80대,2,E11,인슐린-비의존 당뇨병,12362,중앙,2023
80대,3,K08,치아 및 지지구조의 기타 장애,10140,중앙,2023
80대,4,K05,치은염(잇몸염)및 치주 질환,9482,중앙,2023
80대,5,M51,기타 추간판장애,8384,중앙,2023
80대,6,I20,협심증,8006,중앙,2023
80대,7,N18,만성 콩팥(신장)기능상실,6949,중앙,2023
80대,8,L30,기타 피부염,6328,중앙,2023
80대,9,I63,뇌경색증,6250,중앙,2023
80대,10,C61,전립선의 악성 신생물,5690,중앙,2023
80대,11,I10,본태성(원발성) 고혈압,5178,중앙,2023
80대,12,H35,기타 망막장애,4906,중앙,2023
80대,13,R42,현기 및 어지러움,4578,중앙,2023
80대,14,G81,편마비,4385,중앙,2023
80대,15,H42,달리 분류된 질환에서의 녹내장,3697,중앙,2023
80대,16,I11,고혈압성 심장병,3415,중앙,2023
80대,17,K02,치아우식증,3354,중앙,2023
80대,18,K04,치수 및 치근단주위조직의 질환,3209,중앙,2023
80대,19,M75,어깨병변,3005,중앙,2023
80대,20,J44,기타 만성 폐쇄성 폐질환,2916,중앙,2023
90세 이상,1,N40,전립선증식증,3614,중앙,2023
90세 이상,2,I63,뇌경색증,2051,중앙,2023
90세 이상,3,E11,인슐린-비의존 당뇨병,2014,중앙,2023
90세 이상,4,N18,만성 콩팥(신장)기능상실,1779,중앙,2023
90세 이상,5,I20,협심증,1587,중앙,2023
90세 이상,6,K08,치아 및 지지구조의 기타 장애,1496,중앙,2023
90세 이상,7,I10,본태성(원발성) 고혈압,1445,중앙,2023
90세 이상,8,F00,알츠하이머병에서의 치매(G30.-+),1377,중앙,2023
90세 이상,9,R42,현기 및 어지러움,1303,중앙,2023
90세 이상,10,H35,기타 망막장애,1215,중앙,2023
90세 이상,11,F03,상세불명의 치매,1130,중앙,2023
90세 이상,12,M51,기타 추간판장애,1128,중앙,2023
90세 이상,13,K05,치은염(잇몸염)및 치주 질환,1096,중앙,2023
90세 이상,14,C61,전립선의 악성 신생물,991,중앙,2023
90세 이상,15,L30,기타 피부염,862,중앙,2023
90세 이상,16,H42,달리 분류된 질환에서의 녹내장,801,중앙,2023
90세 이상,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,785,중앙,2023
90세 이상,18,H90,전음성 및 감각신경성 청력소실,685,중앙,2023
90세 이상,19,R41,인지기능 및 자각에 관한 기타 증상 및 징후,685,중앙,2023
90세 이상,20,I11,고혈압성 심장병,682,중앙,2023
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,959,인천,2019
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,725,인천,2019
59세 이하,3,I10,본태성(일차성)고혈압,376,인천,2019
59세 이하,4,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,260,인천,2019
59세 이하,5,M54,배통,225,인천,2019
59세 이하,6,M48,기타 척추병증,219,인천,2019
59세 이하,7,E11,인슐린-비의존 당뇨병,209,인천,2019
59세 이하,8,M51,기타 추간판장애,209,인천,2019
59세 이하,9,H04,눈물기관의 장애,177,인천,2019
59세 이하,10,J00,급성 코인두염[감기],165,인천,2019
59세 이하,11,M19,"연기, 불 및 화염에 노출",165,인천,2019
59세 이하,12,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,159,인천,2019
59세 이하,13,S06,머리내 손상,153,인천,2019
59세 이하,14,N40,전립선증식증,149,인천,2019
59세 이하,15,J02,급성 인두염,142,인천,2019
59세 이하,16,I63,뇌경색증,131,인천,2019
59세 이하,17,B35,피부사상균증,131,인천,2019
59세 이하,18,M17,윤충증,127,인천,2019
59세 이하,19,L24,자극성 접촉피부염,121,인천,2019
59세 이하,20,K21,위-식도역류병,118,인천,2019
60대,1,K05,치은염(잇몸염)및 치주 질환,1113,인천,2019
60대,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1085,인천,2019
60대,3,I10,본태성(일차성)고혈압,991,인천,2019
60대,4,M48,기타 척추병증,871,인천,2019
60대,5,N40,전립선증식증,714,인천,2019
60대,6,E11,인슐린-비의존 당뇨병,616,인천,2019
60대,7,M17,윤충증,480,인천,2019
60대,8,M19,"연기, 불 및 화염에 노출",445,인천,2019
60대,9,H04,눈물기관의 장애,402,인천,2019
60대,10,M75,어깨병변,376,인천,2019
60대,11,M54,배통,376,인천,2019
60대,12,K21,위-식도역류병,250,인천,2019
60대,13,B35,피부사상균증,224,인천,2019
60대,14,I63,뇌경색증,197,인천,2019
60대,15,H25,노인성 백내장,194,인천,2019
60대,16,M51,기타 추간판장애,182,인천,2019
60대,17,E78,지질단백질대사장애 및 기타 지질증,159,인천,2019
60대,18,J00,급성 코인두염[감기],156,인천,2019
60대,19,J02,급성 인두염,141,인천,2019
60대,20,R51,두통,139,인천,2019
70대,1,N40,전립선증식증,8462,인천,2019
70대,2,K05,치은염(잇몸염)및 치주 질환,6399,인천,2019
70대,3,I10,본태성(일차성)고혈압,5087,인천,2019
70대,4,M48,기타 척추병증,4867,인천,2019
70대,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2945,인천,2019
70대,6,E11,인슐린-비의존 당뇨병,2749,인천,2019
70대,7,M17,윤충증,1953,인천,2019
70대,8,I63,뇌경색증,1876,인천,2019
70대,9,H04,눈물기관의 장애,1702,인천,2019
70대,10,M75,어깨병변,1563,인천,2019
70대,11,M54,배통,1432,인천,2019
70대,12,H25,노인성 백내장,1281,인천,2019
70대,13,K21,위-식도역류병,1261,인천,2019
70대,14,M19,"연기, 불 및 화염에 노출",1246,인천,2019
70대,15,B35,피부사상균증,1184,인천,2019
70대,16,M51,기타 추간판장애,1020,인천,2019
70대,17,K04,치수 및 치근단주위조직의 질환,978,인천,2019
70대,18,H26,기타 백내장,891,인천,2019
70대,19,R42,현기 및 어지러움,833,인천,2019
70대,20,H90,전음성 및 감각신경성 청력소실,756,인천,2019
80대,1,N40,전립선증식증,2380,인천,2019
80대,2,M48,기타 척추병증,1805,인천,2019
80대,3,I10,본태성(일차성)고혈압,1700,인천,2019
80대,4,K05,치은염(잇몸염)및 치주 질환,1378,인천,2019
80대,5,E11,인슐린-비의존 당뇨병,700,인천,2019
80대,6,F00,알츠하이머병에서의 치매(G30.-+),634,인천,2019
80대,7,I63,뇌경색증,623,인천,2019
80대,8,M54,배통,591,인천,2019
80대,9,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,580,인천,2019
80대,10,M17,윤충증,525,인천,2019
80대,11,H04,눈물기관의 장애,451,인천,2019
80대,12,R42,현기 및 어지러움,351,인천,2019
80대,13,M19,"연기, 불 및 화염에 노출",301,인천,2019
80대,14,K59,기타 기능적 창자 장애,298,인천,2019
80대,15,M51,기타 추간판장애,289,인천,2019
80대,16,H90,전음성 및 감각신경성 청력소실,280,인천,2019
80대,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,273,인천,2019
80대,18,M75,어깨병변,248,인천,2019
80대,19,B35,피부사상균증,211,인천,2019
80대,20,E46,상세불명의 단백칼로리 영양실조,196,인천,2019
90세 이상,1,N40,전립선증식증,705,인천,2019
90세 이상,2,M48,기타 척추병증,624,인천,2019
90세 이상,3,I10,본태성(일차성)고혈압,505,인천,2019
90세 이상,4,K05,치은염(잇몸염)및 치주 질환,254,인천,2019
90세 이상,5,F00,알츠하이머병에서의 치매(G30.-+),187,인천,2019
90세 이상,6,E11,인슐린-비의존 당뇨병,171,인천,2019
90세 이상,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,137,인천,2019
90세 이상,8,I63,뇌경색증,136,인천,2019
90세 이상,9,M17,윤충증,117,인천,2019
90세 이상,10,H04,눈물기관의 장애,116,인천,2019
90세 이상,11,M54,배통,109,인천,2019
90세 이상,12,N31,달리 분류되지 않은 방광의 신경근육기능장애,93,인천,2019
90세 이상,13,K59,기타 기능적 창자 장애,90,인천,2019
90세 이상,14,H90,전음성 및 감각신경성 청력소실,70,인천,2019
90세 이상,15,R42,현기 및 어지러움,69,인천,2019
90세 이상,16,B35,피부사상균증,68,인천,2019
90세 이상,17,M51,기타 추간판장애,67,인천,2019
90세 이상,18,I20,협심증,61,인천,2019
90세 이상,19,L29,소양증,60,인천,2019
90세 이상,20,K21,위-식도역류병,56,인천,2019
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1963,인천,2020
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,713,인천,2020
59세 이하,3,I10,본태성(일차성)고혈압,488,인천,2020
59세 이하,4,M19,"연기, 불 및 화염에 노출",324,인천,2020
59세 이하,5,E11,인슐린-비의존 당뇨병,320,인천,2020
59세 이하,6,H04,눈물기관의 장애,262,인천,2020
59세 이하,7,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,251,인천,2020
59세 이하,8,K04,치수 및 치근단주위조직의 질환,193,인천,2020
59세 이하,9,N40,전립선증식증,184,인천,2020
59세 이하,10,L24,자극성 접촉피부염,170,인천,2020
59세 이하,11,I63,뇌경색증,161,인천,2020
59세 이하,12,M51,기타 추간판장애,144,인천,2020
59세 이하,13,K29,위염 및 십이지장염,138,인천,2020
59세 이하,14,B35,피부사상균증,136,인천,2020
59세 이하,15,S06,머리내 손상,127,인천,2020
59세 이하,16,K21,위-식도역류병,119,인천,2020
59세 이하,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,112,인천,2020
59세 이하,18,K02,치아우식증,110,인천,2020
59세 이하,19,M54,배통,105,인천,2020
59세 이하,20,M48,기타 척추병증,97,인천,2020
60대,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1312,인천,2020
60대,2,I10,본태성(일차성)고혈압,1233,인천,2020
60대,3,K05,치은염(잇몸염)및 치주 질환,974,인천,2020
60대,4,N40,전립선증식증,740,인천,2020
60대,5,E11,인슐린-비의존 당뇨병,723,인천,2020
60대,6,M19,"연기, 불 및 화염에 노출",476,인천,2020
60대,7,H04,눈물기관의 장애,474,인천,2020
60대,8,M48,기타 척추병증,452,인천,2020
60대,9,L24,자극성 접촉피부염,237,인천,2020
60대,10,M75,어깨병변,211,인천,2020
60대,11,K04,치수 및 치근단주위조직의 질환,200,인천,2020
60대,12,E78,지질단백질대사장애 및 기타 지질증,187,인천,2020
60대,13,M96,달리 분류되지 않은 처치후 근육골격 장애,181,인천,2020
60대,14,M54,배통,175,인천,2020
60대,15,H25,노인성 백내장,172,인천,2020
60대,16,M17,윤충증,171,인천,2020
60대,17,K29,위염 및 십이지장염,166,인천,2020
60대,18,B35,피부사상균증,165,인천,2020
60대,19,K08,치아 및 지지구조의 기타 장애,154,인천,2020
60대,20,K21,위-식도역류병,152,인천,2020
70대,1,N40,전립선증식증,9989,인천,2020
70대,2,K05,치은염(잇몸염)및 치주 질환,5986,인천,2020
70대,3,I10,본태성(일차성)고혈압,5772,인천,2020
70대,4,M48,기타 척추병증,3741,인천,2020
70대,5,E11,인슐린-비의존 당뇨병,3568,인천,2020
70대,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3458,인천,2020
70대,7,M19,"연기, 불 및 화염에 노출",2805,인천,2020
70대,8,H04,눈물기관의 장애,2489,인천,2020
70대,9,L24,자극성 접촉피부염,1541,인천,2020
70대,10,K04,치수 및 치근단주위조직의 질환,1443,인천,2020
70대,11,B35,피부사상균증,1417,인천,2020
70대,12,I63,뇌경색증,1371,인천,2020
70대,13,H25,노인성 백내장,1296,인천,2020
70대,14,K08,치아 및 지지구조의 기타 장애,1200,인천,2020
70대,15,K21,위-식도역류병,1132,인천,2020
70대,16,K29,위염 및 십이지장염,1094,인천,2020
70대,17,K02,치아우식증,1090,인천,2020
70대,18,M75,어깨병변,1048,인천,2020
70대,19,M51,기타 추간판장애,992,인천,2020
70대,20,M17,윤충증,971,인천,2020
80대,1,N40,전립선증식증,2173,인천,2020
80대,2,I10,본태성(일차성)고혈압,1712,인천,2020
80대,3,K05,치은염(잇몸염)및 치주 질환,1021,인천,2020
80대,4,M48,기타 척추병증,992,인천,2020
80대,5,E11,인슐린-비의존 당뇨병,806,인천,2020
80대,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,602,인천,2020
80대,7,M19,"연기, 불 및 화염에 노출",554,인천,2020
80대,8,H04,눈물기관의 장애,527,인천,2020
80대,9,F00,알츠하이머병에서의 치매(G30.-+),501,인천,2020
80대,10,M17,윤충증,375,인천,2020
80대,11,I63,뇌경색증,349,인천,2020
80대,12,H90,전음성 및 감각신경성 청력소실,308,인천,2020
80대,13,L24,자극성 접촉피부염,303,인천,2020
80대,14,H25,노인성 백내장,283,인천,2020
80대,15,K59,기타 기능적 창자 장애,272,인천,2020
80대,16,N31,달리 분류되지 않은 방광의 신경근육기능장애,242,인천,2020
80대,17,R42,현기 및 어지러움,225,인천,2020
80대,18,K04,치수 및 치근단주위조직의 질환,217,인천,2020
80대,19,K21,위-식도역류병,206,인천,2020
80대,20,K29,위염 및 십이지장염,203,인천,2020
90세 이상,1,N40,전립선증식증,1016,인천,2020
90세 이상,2,I10,본태성(일차성)고혈압,700,인천,2020
90세 이상,3,M48,기타 척추병증,486,인천,2020
90세 이상,4,K05,치은염(잇몸염)및 치주 질환,334,인천,2020
90세 이상,5,E11,인슐린-비의존 당뇨병,234,인천,2020
90세 이상,6,F00,알츠하이머병에서의 치매(G30.-+),234,인천,2020
90세 이상,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,202,인천,2020
90세 이상,8,H04,눈물기관의 장애,193,인천,2020
90세 이상,9,M19,"연기, 불 및 화염에 노출",130,인천,2020
90세 이상,10,K59,기타 기능적 창자 장애,99,인천,2020
90세 이상,11,I63,뇌경색증,97,인천,2020
90세 이상,12,H90,전음성 및 감각신경성 청력소실,93,인천,2020
90세 이상,13,C61,전립선의 악성 신생물,85,인천,2020
90세 이상,14,M17,윤충증,83,인천,2020
90세 이상,15,N31,달리 분류되지 않은 방광의 신경근육기능장애,78,인천,2020
90세 이상,16,K29,위염 및 십이지장염,72,인천,2020
90세 이상,17,R42,현기 및 어지러움,68,인천,2020
90세 이상,18,M47,척추증,64,인천,2020
90세 이상,19,I67,기타 대뇌혈관 질환,63,인천,2020
90세 이상,20,L24,자극성 접촉피부염,61,인천,2020
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,4643,인천,2021
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,601,인천,2021
59세 이하,3,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,491,인천,2021
59세 이하,4,I10,본태성(일차성)고혈압,487,인천,2021
59세 이하,5,E11,인슐린-비의존 당뇨병,418,인천,2021
59세 이하,6,H04,눈물기관의 장애,268,인천,2021
59세 이하,7,R52,달리 분류되지 않은 통증,241,인천,2021
59세 이하,8,N40,전립선증식증,199,인천,2021
59세 이하,9,K02,치아우식증,190,인천,2021
59세 이하,10,G81,편마비,188,인천,2021
59세 이하,11,M19,"연기, 불 및 화염에 노출",186,인천,2021
59세 이하,12,L24,자극성 접촉피부염,176,인천,2021
59세 이하,13,N31,달리 분류되지 않은 방광의 신경근육기능장애,168,인천,2021
59세 이하,14,M75,어깨병변,165,인천,2021
59세 이하,15,E78,지질단백질대사장애 및 기타 지질증,164,인천,2021
59세 이하,16,K04,치수 및 치근단주위조직의 질환,161,인천,2021
59세 이하,17,K29,위염 및 십이지장염,159,인천,2021
59세 이하,18,M54,배통,149,인천,2021
59세 이하,19,B35,피부사상균증,135,인천,2021
59세 이하,20,K21,위-식도역류병,117,인천,2021
60대,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2959,인천,2021
60대,2,I10,본태성(일차성)고혈압,1333,인천,2021
60대,3,N40,전립선증식증,978,인천,2021
60대,4,E11,인슐린-비의존 당뇨병,818,인천,2021
60대,5,K05,치은염(잇몸염)및 치주 질환,809,인천,2021
60대,6,H04,눈물기관의 장애,460,인천,2021
60대,7,M19,"연기, 불 및 화염에 노출",441,인천,2021
60대,8,M54,배통,348,인천,2021
60대,9,H25,노인성 백내장,346,인천,2021
60대,10,M48,기타 척추병증,332,인천,2021
60대,11,R52,달리 분류되지 않은 통증,293,인천,2021
60대,12,E78,지질단백질대사장애 및 기타 지질증,266,인천,2021
60대,13,B35,피부사상균증,241,인천,2021
60대,14,M75,어깨병변,239,인천,2021
60대,15,K29,위염 및 십이지장염,233,인천,2021
60대,16,M51,기타 추간판장애,226,인천,2021
60대,17,K04,치수 및 치근단주위조직의 질환,213,인천,2021
60대,18,L24,자극성 접촉피부염,205,인천,2021
60대,19,M17,윤충증,204,인천,2021
60대,20,N31,달리 분류되지 않은 방광의 신경근육기능장애,169,인천,2021
70대,1,N40,전립선증식증,11413,인천,2021
70대,2,I10,본태성(일차성)고혈압,6129,인천,2021
70대,3,K05,치은염(잇몸염)및 치주 질환,5702,인천,2021
70대,4,E11,인슐린-비의존 당뇨병,4066,인천,2021
70대,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3945,인천,2021
70대,6,M48,기타 척추병증,2950,인천,2021
70대,7,H04,눈물기관의 장애,2503,인천,2021
70대,8,H25,노인성 백내장,2341,인천,2021
70대,9,M19,"연기, 불 및 화염에 노출",2151,인천,2021
70대,10,M54,배통,2148,인천,2021
70대,11,K04,치수 및 치근단주위조직의 질환,1743,인천,2021
70대,12,L24,자극성 접촉피부염,1680,인천,2021
70대,13,B35,피부사상균증,1512,인천,2021
70대,14,K02,치아우식증,1475,인천,2021
70대,15,K29,위염 및 십이지장염,1378,인천,2021
70대,16,I63,뇌경색증,1377,인천,2021
70대,17,K08,치아 및 지지구조의 기타 장애,1344,인천,2021
70대,18,K21,위-식도역류병,1294,인천,2021
70대,19,H90,전음성 및 감각신경성 청력소실,1197,인천,2021
70대,20,M75,어깨병변,1121,인천,2021
80대,1,N40,전립선증식증,2301,인천,2021
80대,2,I10,본태성(일차성)고혈압,1558,인천,2021
80대,3,E11,인슐린-비의존 당뇨병,911,인천,2021
80대,4,K05,치은염(잇몸염)및 치주 질환,878,인천,2021
80대,5,M48,기타 척추병증,817,인천,2021
80대,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,588,인천,2021
80대,7,H04,눈물기관의 장애,539,인천,2021
80대,8,I63,뇌경색증,499,인천,2021
80대,9,F00,알츠하이머병에서의 치매(G30.-+),499,인천,2021
80대,10,M19,"연기, 불 및 화염에 노출",372,인천,2021
80대,11,N31,달리 분류되지 않은 방광의 신경근육기능장애,371,인천,2021
80대,12,H90,전음성 및 감각신경성 청력소실,365,인천,2021
80대,13,L24,자극성 접촉피부염,345,인천,2021
80대,14,H25,노인성 백내장,334,인천,2021
80대,15,M54,배통,286,인천,2021
80대,16,M17,윤충증,269,인천,2021
80대,17,K59,기타 기능적 창자 장애,256,인천,2021
80대,18,J21,급성 세기관지염,241,인천,2021
80대,19,I20,협심증,236,인천,2021
80대,20,R52,달리 분류되지 않은 통증,221,인천,2021
90세 이상,1,N40,전립선증식증,1334,인천,2021
90세 이상,2,I10,본태성(일차성)고혈압,951,인천,2021
90세 이상,3,E11,인슐린-비의존 당뇨병,334,인천,2021
90세 이상,4,F00,알츠하이머병에서의 치매(G30.-+),320,인천,2021
90세 이상,5,M48,기타 척추병증,298,인천,2021
90세 이상,6,K05,치은염(잇몸염)및 치주 질환,285,인천,2021
90세 이상,7,H04,눈물기관의 장애,263,인천,2021
90세 이상,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,152,인천,2021
90세 이상,9,M19,"연기, 불 및 화염에 노출",139,인천,2021
90세 이상,10,I63,뇌경색증,134,인천,2021
90세 이상,11,H90,전음성 및 감각신경성 청력소실,129,인천,2021
90세 이상,12,N31,달리 분류되지 않은 방광의 신경근육기능장애,117,인천,2021
90세 이상,13,L24,자극성 접촉피부염,111,인천,2021
90세 이상,14,K59,기타 기능적 창자 장애,101,인천,2021
90세 이상,15,J21,급성 세기관지염,94,인천,2021
90세 이상,16,K04,치수 및 치근단주위조직의 질환,89,인천,2021
90세 이상,17,R52,달리 분류되지 않은 통증,89,인천,2021
90세 이상,18,C61,전립선의 악성 신생물,87,인천,2021
90세 이상,19,H25,노인성 백내장,84,인천,2021
90세 이상,20,K29,위염 및 십이지장염,83,인천,2021
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2008,인천,2022
59세 이하,2,U07,U07의 응급사용,1050,인천,2022
59세 이하,3,M54,배통,689,인천,2022
59세 이하,4,K05,치은염(잇몸염)및 치주 질환,494,인천,2022
59세 이하,5,I10,본태성(일차성)고혈압,423,인천,2022
59세 이하,6,E11,인슐린-비의존 당뇨병,422,인천,2022
59세 이하,7,M51,기타 추간판장애,416,인천,2022
59세 이하,8,M75,어깨병변,362,인천,2022
59세 이하,9,M50,목뼈원판 장애,360,인천,2022
59세 이하,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,331,인천,2022
59세 이하,11,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",276,인천,2022
59세 이하,12,N31,달리 분류되지 않은 방광의 신경근육기능장애,222,인천,2022
59세 이하,13,G71,근육의 일차성 장애,222,인천,2022
59세 이하,14,M17,윤충증,214,인천,2022
59세 이하,15,N40,전립선증식증,191,인천,2022
59세 이하,16,G81,편마비,190,인천,2022
59세 이하,17,E78,지질단백질대사장애 및 기타 지질증,182,인천,2022
59세 이하,18,B35,피부사상균증,142,인천,2022
59세 이하,19,H04,눈물기관의 장애,137,인천,2022
59세 이하,20,K29,위염 및 십이지장염,133,인천,2022
60대,1,U07,U07의 응급사용,2349,인천,2022
60대,2,M54,배통,1478,인천,2022
60대,3,I10,본태성(일차성)고혈압,1313,인천,2022
60대,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1189,인천,2022
60대,5,N40,전립선증식증,1091,인천,2022
60대,6,E11,인슐린-비의존 당뇨병,795,인천,2022
60대,7,K05,치은염(잇몸염)및 치주 질환,715,인천,2022
60대,8,M75,어깨병변,595,인천,2022
60대,9,M51,기타 추간판장애,587,인천,2022
60대,10,M17,윤충증,467,인천,2022
60대,11,M48,기타 척추병증,419,인천,2022
60대,12,E78,지질단백질대사장애 및 기타 지질증,317,인천,2022
60대,13,M50,목뼈원판 장애,309,인천,2022
60대,14,H04,눈물기관의 장애,291,인천,2022
60대,15,I63,뇌경색증,265,인천,2022
60대,16,M19,"연기, 불 및 화염에 노출",257,인천,2022
60대,17,B35,피부사상균증,252,인천,2022
60대,18,M81,병적골절이 없는 골다공증,195,인천,2022
60대,19,R52,달리 분류되지 않은 통증,187,인천,2022
60대,20,K29,위염 및 십이지장염,181,인천,2022
70대,1,N40,전립선증식증,12506,인천,2022
70대,2,I10,본태성(일차성)고혈압,6266,인천,2022
70대,3,M54,배통,5693,인천,2022
70대,4,K05,치은염(잇몸염)및 치주 질환,4839,인천,2022
70대,5,E11,인슐린-비의존 당뇨병,4035,인천,2022
70대,6,M48,기타 척추병증,3722,인천,2022
70대,7,M17,윤충증,2944,인천,2022
70대,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2552,인천,2022
70대,9,M75,어깨병변,2284,인천,2022
70대,10,M51,기타 추간판장애,1973,인천,2022
70대,11,K04,치수 및 치근단주위조직의 질환,1842,인천,2022
70대,12,M19,"연기, 불 및 화염에 노출",1737,인천,2022
70대,13,U07,U07의 응급사용,1680,인천,2022
70대,14,B35,피부사상균증,1673,인천,2022
70대,15,H04,눈물기관의 장애,1657,인천,2022
70대,16,G81,편마비,1615,인천,2022
70대,17,I63,뇌경색증,1377,인천,2022
70대,18,L24,자극성 접촉피부염,1329,인천,2022
70대,19,H90,전음성 및 감각신경성 청력소실,1280,인천,2022
70대,20,K29,위염 및 십이지장염,1236,인천,2022
80대,1,N40,전립선증식증,3073,인천,2022
80대,2,I10,본태성(일차성)고혈압,1711,인천,2022
80대,3,K05,치은염(잇몸염)및 치주 질환,1171,인천,2022
80대,4,E11,인슐린-비의존 당뇨병,1055,인천,2022
80대,5,M54,배통,1030,인천,2022
80대,6,M48,기타 척추병증,954,인천,2022
80대,7,U07,U07의 응급사용,813,인천,2022
80대,8,I63,뇌경색증,785,인천,2022
80대,9,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,500,인천,2022
80대,10,F00,알츠하이머병에서의 치매(G30.-+),475,인천,2022
80대,11,M17,윤충증,465,인천,2022
80대,12,H90,전음성 및 감각신경성 청력소실,423,인천,2022
80대,13,H04,눈물기관의 장애,406,인천,2022
80대,14,N31,달리 분류되지 않은 방광의 신경근육기능장애,394,인천,2022
80대,15,L24,자극성 접촉피부염,387,인천,2022
80대,16,M19,"연기, 불 및 화염에 노출",345,인천,2022
80대,17,M75,어깨병변,339,인천,2022
80대,18,K04,치수 및 치근단주위조직의 질환,329,인천,2022
80대,19,B35,피부사상균증,295,인천,2022
80대,20,K29,위염 및 십이지장염,280,인천,2022
90세 이상,1,N40,전립선증식증,1514,인천,2022
90세 이상,2,I10,본태성(일차성)고혈압,985,인천,2022
90세 이상,3,M54,배통,419,인천,2022
90세 이상,4,M48,기타 척추병증,383,인천,2022
90세 이상,5,K05,치은염(잇몸염)및 치주 질환,366,인천,2022
90세 이상,6,F00,알츠하이머병에서의 치매(G30.-+),337,인천,2022
90세 이상,7,E11,인슐린-비의존 당뇨병,316,인천,2022
90세 이상,8,N31,달리 분류되지 않은 방광의 신경근육기능장애,240,인천,2022
90세 이상,9,H04,눈물기관의 장애,215,인천,2022
90세 이상,10,I63,뇌경색증,193,인천,2022
90세 이상,11,K59,기타 기능적 창자 장애,156,인천,2022
90세 이상,12,M75,어깨병변,155,인천,2022
90세 이상,13,H90,전음성 및 감각신경성 청력소실,145,인천,2022
90세 이상,14,M19,"연기, 불 및 화염에 노출",136,인천,2022
90세 이상,15,M51,기타 추간판장애,136,인천,2022
90세 이상,16,M17,윤충증,134,인천,2022
90세 이상,17,L24,자극성 접촉피부염,133,인천,2022
90세 이상,18,U07,U07의 응급사용,130,인천,2022
90세 이상,19,K64,치핵 및 항문주위정맥혈전증,129,인천,2022
90세 이상,20,K08,치아 및 지지구조의 기타 장애,129,인천,2022
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1957,인천,2023
59세 이하,2,M75,어깨병변,1008,인천,2023
59세 이하,3,M54,배통,838,인천,2023
59세 이하,4,M50,목뼈원판 장애,497,인천,2023
59세 이하,5,E11,인슐린-비의존 당뇨병,456,인천,2023
59세 이하,6,I10,본태성(일차성)고혈압,432,인천,2023
59세 이하,7,K05,치은염(잇몸염)및 치주 질환,400,인천,2023
59세 이하,8,M17,윤충증,391,인천,2023
59세 이하,9,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",365,인천,2023
59세 이하,10,M77,기타 골부착부병증,331,인천,2023
