"월","퇴원과","퇴원결과","건수","지역","년도","진료과","주상병코드","주상병명"
"2023-01",NA,"48시간 후 사망","1","대구",2023,"신장내과","N18","만성 신장병"
"2023-03",NA,"48시간 후 사망","17","대구",2023,"가정의학과","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-02",NA,"경쾌","1","대구",2023,"내분비내과","E11","2형 당뇨병"
"2023-03",NA,"호전","2","대구",2023,"재활의학과","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람"
"2023-01",NA,"불변(호전안됨)","1","대구",2023,"순환기내과","D64","기타 빈혈"
"2023-02",NA,"호전","1","대구",2023,"정형외과","S76","엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상"
"2023-03",NA,"경쾌","1","대구",2023,"순환기내과","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염"
"2023-01",NA,"경쾌","1","대구",2023,"순환기내과","E11","2형 당뇨병"
"2023-03",NA,"경쾌","1","대구",2023,"순환기내과","I31","심장막의 기타 질환"
"2023-04",NA,"불변(호전안됨)","2","대구",2023,"신경외과","M48","기타 척추병증"
"2023-04",NA,"불변(호전안됨)","1","대구",2023,"내분비내과","N41","전립선의 염증성 질환"
"2023-03",NA,"호전","1","대구",2023,"비뇨의학과","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
"2023-04",NA,"경쾌","7","대구",2023,"신경외과","M51","기타 추간판장애"
"2023-04",NA,"48시간 후 사망","1","대구",2023,"소화기내과","E11","2형 당뇨병"
"2023-04",NA,"호전","3","대구",2023,"신경과","I63","뇌경색증"
"2023-02",NA,"호전","1","대구",2023,"비뇨의학과","N21","하부요로의 결석"
"2023-02",NA,"경쾌","1","대구",2023,"신장내과","J84","기타 간질성 폐질환"
"2023-02",NA,"호전","1","대구",2023,"정형외과","R52","달리 분류되지 않은 통증"
"2023-04",NA,"경쾌","4","대구",2023,"순환기내과","R07","목구멍 및 가슴의 통증"
"2023-04",NA,"진단만실시","2","대구",2023,"순환기내과","I25","만성 허혈심장병"
"2023-04",NA,"호전","1","대구",2023,"순환기내과","J44","기타 만성 폐쇄성 폐질환"
"2023-04",NA,"경쾌","1","대구",2023,"순환기내과","J40","급성인지 만성인지 명시되지 않은 기관지염"
"2023-04",NA,"호전","1","대구",2023,"소화기내과","C34","기관지 및 폐의 악성 신생물"
"2023-02",NA,"경쾌","1","대구",2023,"외과","L89","욕창궤양 및 압박부위"
"2023-04",NA,"경쾌","1","대구",2023,"소화기내과","K21","위-식도역류병"
"2023-02",NA,"호전","3","대구",2023,"재활의학과","M96","달리 분류되지 않은 처치후 근골격장애"
"2023-02",NA,"호전","1","대구",2023,"안과","H40","녹내장"
"2023-03",NA,"호전","9","대구",2023,"소화기내과","D13","기타 및 부위불명의 소화계통의 양성 신생물"
"2023-03",NA,"호전","1","대구",2023,"비뇨의학과","N10","급성 세뇨관-간질신장염"
"2023-04",NA,"호전","3","대구",2023,"재활의학과","G62","기타 다발신경병증"
"2023-04",NA,"경쾌","2","대구",2023,"순환기내과","I49","기타 심장부정맥"
"2023-04",NA,"호전","3","대구",2023,"비뇨의학과","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
"2023-04",NA,"호전","1","대구",2023,"신경과","G45","일과성 뇌허혈발작 및 관련 증후군"
"2023-04",NA,"불변(호전안됨)","1","대구",2023,"신경외과","M51","기타 추간판장애"
"2023-03",NA,"불변(호전안됨)","1","대구",2023,"순환기내과","I20","협심증"
"2023-05",NA,"호전","2","대구",2023,"안과","H40","녹내장"
"2023-05",NA,"진단만실시","4","대구",2023,"비뇨의학과","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
"2023-05",NA,"48시간 후 사망","1","대구",2023,"순환기내과","A41","기타 패혈증"
"2023-05",NA,"경쾌","2","대구",2023,"소화기내과","J18","상세불명 병원체의 폐렴"
"2023-05",NA,"호전","4","대구",2023,"신경외과","S32","요추 및 골반의 골절"
"2023-02",NA,"48시간 후 사망","2","대구",2023,"소화기내과","J18","상세불명 병원체의 폐렴"
"2023-01",NA,"진단만실시","4","대구",2023,"비뇨의학과","C61","전립선의 악성 신생물"
"2023-03",NA,"호전","2","대구",2023,"소화기내과","J44","기타 만성 폐쇄성 폐질환"
"2023-01",NA,"경쾌","3","대구",2023,"신경과","I63","뇌경색증"
"2023-04",NA,"호전","1","대구",2023,"소화기내과","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염"
"2023-01",NA,"호전","5","대구",2023,"신경외과","M48","기타 척추병증"
"2023-02",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","K57","장의 게실병"
"2023-02",NA,"경쾌","1","대구",2023,"순환기내과","I11","고혈압성 심장병"
"2023-01",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵"
"2023-02",NA,"호전","1","대구",2023,"소화기내과","U07","U07의 응급사용"
"2023-04",NA,"호전","1","대구",2023,"소화기내과","K75","기타 염증성 간질환"
"2023-05",NA,"호전","1","대구",2023,"소화기내과","D64","기타 빈혈"
"2023-01",NA,"호전","3","대구",2023,"안과","H40","녹내장"
"2023-04",NA,"호전","3","대구",2023,"정형외과","T84","내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증"
"2023-01",NA,"호전","4","대구",2023,"순환기내과","I48","심방세동 및 조동"
"2023-02",NA,"호전","1","대구",2023,"순환기내과","I71","대동맥동맥류 및 박리"
"2023-04",NA,"호전","1","대구",2023,"정형외과","L03","연조직염"
"2023-01",NA,"호전","1","대구",2023,"신장내과","I12","고혈압성 신장병"
"2023-02",NA,"호전","1","대구",2023,"정형외과","D21","결합조직 및 기타 연조직의 기타 양성 신생물"
"2023-02",NA,"경쾌","1","대구",2023,"외과","K82","담낭의 기타 질환"
"2023-03",NA,"호전","1","대구",2023,"신경외과","M96","달리 분류되지 않은 처치후 근골격장애"
"2023-01",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","A15","세균학적 및 조직학적으로 확인된 호흡기결핵"
"2023-02",NA,"경쾌","1","대구",2023,"순환기내과","I30","급성 심장막염"
"2023-01",NA,"경쾌","2","대구",2023,"신장내과","J18","상세불명 병원체의 폐렴"
"2023-02",NA,"호전","1","대구",2023,"정형외과","G56","팔의 단일신경병증"
"2023-01",NA,"호전","1","대구",2023,"외과","S22","늑골, 흉골 및 흉추의 골절"
"2023-01",NA,"호전","3","대구",2023,"비뇨의학과","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
"2023-03",NA,"경쾌","1","대구",2023,"순환기내과","I47","발작성 빈맥"
"2023-03",NA,"호전","2","대구",2023,"재활의학과","M50","경추간판장애"
"2023-01",NA,"호전","1","대구",2023,"안과","H04","눈물계통의 장애"
"2023-02",NA,"경쾌","1","대구",2023,"순환기내과","I50","심부전"
"2023-02",NA,"호전","1","대구",2023,"순환기내과","J90","달리 분류되지 않은 흉막삼출액"
"2023-01",NA,"호전","1","대구",2023,"소화기내과","K21","위-식도역류병"
"2023-04",NA,"경쾌","1","대구",2023,"외과","K61","항문 및 직장부의 농양"
"2023-01",NA,"경쾌","4","대구",2023,"외과","K80","담석증"
"2023-03",NA,"불변(호전안됨)","1","대구",2023,"신경과","G20","파킨슨병"
"2023-01",NA,"호전","1","대구",2023,"순환기내과","I49","기타 심장부정맥"
"2023-04",NA,"호전","2","대구",2023,"순환기내과","J18","상세불명 병원체의 폐렴"
"2023-01",NA,"호전","1","대구",2023,"비뇨의학과","D09","기타 및 상세불명 부위의 제자리암종"
"2023-03",NA,"호전","1","대구",2023,"비뇨의학과","N43","음낭수종 및 정액류"
"2023-03",NA,"불변(호전안됨)","1","대구",2023,"비뇨의학과","N39","비뇨계통의 기타 장애"
"2023-03",NA,"호전","1","대구",2023,"소화기내과","C22","간 및 간내 담관의 악성 신생물"
"2023-02",NA,"불변(호전안됨)","1","대구",2023,"순환기내과","C64","신우를 제외한 신장의 악성 신생물"
"2023-04",NA,"호전","1","대구",2023,"비뇨의학과","N13","폐색성 및 역류성 요로병증"
"2023-04",NA,"불변(호전안됨)","1","대구",2023,"순환기내과","S22","늑골, 흉골 및 흉추의 골절"
"2023-04",NA,"호전","1","대구",2023,"안과","H02","눈꺼풀의 기타 장애"
"2023-04",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","U07","U07의 응급사용"
"2023-02",NA,"호전","1","대구",2023,"정형외과","S43","견갑대의 관절 및 인대의 탈구, 염좌 및 긴장"
"2023-02",NA,"호전","1","대구",2023,"신경외과","M43","기타 변형성 등병증"
"2023-03",NA,"호전","1","대구",2023,"내분비내과","I63","뇌경색증"
"2023-05",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","C20","직장의 악성 신생물"
"2023-09",NA,"48시간 후 사망","17","대구",2023,"가정의학과","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-05",NA,"경쾌","3","대구",2023,"외과","K80","담석증"
"2023-07",NA,"경쾌","1","대구",2023,"안과","H25","노년백내장"
"2023-08",NA,"경쾌","4","대구",2023,"외과","K80","담석증"
"2023-08",NA,"경쾌","2","대구",2023,"신경외과","S32","요추 및 골반의 골절"
"2023-12",NA,"호전","1","대구",2023,"정형외과","S76","엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상"
"2023-04",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","K51","궤양성 대장염"
"2023-05",NA,"불변(호전안됨)","1","대구",2023,"소화기내과","C16","위의 악성 신생물"
"2023-11",NA,"호전","55","대구",2023,"안과","H25","노년백내장"
"2023-12",NA,"호전","2","대구",2023,"재활의학과","M48","기타 척추병증"
"2023-12",NA,"48시간 후 사망","1","대구",2023,"순환기내과","I25","만성 허혈심장병"
"2023-09",NA,"호전","4","대구",2023,"정형외과","S72","대퇴골의 골절"
"2023-12",NA,"경쾌","3","대구",2023,"신경외과","M48","기타 척추병증"
"2023-11",NA,"경쾌","2","대구",2023,"순환기내과","I25","만성 허혈심장병"
"2023-11",NA,"경쾌","2","대구",2023,"외과","K80","담석증"
"2023-05",NA,"호전","2","대구",2023,"소화기내과","E11","2형 당뇨병"
"2023-06",NA,"호전","1","대구",2023,"정형외과","S70","엉덩이 및 대퇴의 표재성 손상"
"2023-06",NA,"호전","2","대구",2023,"비뇨의학과","N30","방광염"
"2023-08",NA,"경쾌","3","대구",2023,"신경외과","M48","기타 척추병증"
"2023-05",NA,"호전","5","대구",2023,"순환기내과","I48","심방세동 및 조동"
"2023-06",NA,"48시간 후 사망","1","대구",2023,"소화기내과","C24","담도의 기타 및 상세불명 부분의 악성 신생물"
"2023-07",NA,"경쾌","2","대구",2023,"순환기내과","R00","심장박동의 이상"
"2023-05",NA,"호전","1","대구",2023,"비뇨의학과","N17","급성 신부전"
"2023-09",NA,"호전","1","대구",2023,"소화기내과","J42","상세불명의 만성 기관지염"
"2023-06",NA,"호전","7","대구",2023,"안과","H40","녹내장"
"2023-06",NA,"호전","4","대구",2023,"정형외과","S82","발목을 포함한 아래다리의 골절"
"2023-09",NA,"호전","1","대구",2023,"소화기내과","J15","달리 분류되지 않은 세균성 폐렴"
"2023-06",NA,"경쾌","1","대구",2023,"순환기내과","I49","기타 심장부정맥"
"2023-06",NA,"불변(호전안됨)","1","대구",2023,"신장내과","J18","상세불명 병원체의 폐렴"
"2023-06",NA,"경쾌","10","대구",2023,"순환기내과","I48","심방세동 및 조동"
"2023-12",NA,"경쾌","1","대구",2023,"외과","S22","늑골, 흉골 및 흉추의 골절"
"2023-12",NA,"경쾌","10","대구",2023,"순환기내과","I48","심방세동 및 조동"
"2023-07",NA,"호전","1","대구",2023,"내분비내과","A41","기타 패혈증"
"2023-12",NA,"호전","1","대구",2023,"정형외과","M19","기타 관절증"
"2023-05",NA,"호전","2","대구",2023,"정형외과","S32","요추 및 골반의 골절"
"2023-12",NA,"경쾌","1","대구",2023,"순환기내과","J10","확인된 계절성 인플루엔자바이러스에 의한 인플루엔자"
"2023-08",NA,"48시간 후 사망","1","대구",2023,"순환기내과","I40","급성 심근염"
"2023-09",NA,"불변(호전안됨)","1","대구",2023,"순환기내과","C25","췌장의 악성 신생물"
"2023-09",NA,"호전","1","대구",2023,"비뇨의학과","D09","기타 및 상세불명 부위의 제자리암종"
"2023-09",NA,"경쾌","3","대구",2023,"신경외과","M51","기타 추간판장애"
"2023-05",NA,"치료안함","1","대구",2023,"순환기내과","E11","2형 당뇨병"
"2023-08",NA,"경쾌","4","대구",2023,"신경외과","M51","기타 추간판장애"
"2023-06",NA,"경쾌","1","대구",2023,"순환기내과","J84","기타 간질성 폐질환"
"2023-09",NA,"불변(호전안됨)","1","대구",2023,"순환기내과","K30","기능성 소화불량"
"2023-08",NA,"호전","1","대구",2023,"정형외과","S52","아래팔의 골절"
"2023-11",NA,"경쾌","4","대구",2023,"신장내과","N18","만성 신장병"
"2023-12",NA,"호전","1","대구",2023,"정형외과","S80","아래다리의 표재성 손상"
"2023-12",NA,"경쾌","1","대구",2023,"순환기내과","I35","비류마티스성 대동맥판장애"
"2023-05",NA,"호전","1","대구",2023,"소화기내과","K57","장의 게실병"
"2023-09",NA,"호전","3","대구",2023,"안과","H40","녹내장"
"2023-09",NA,"경쾌","6","대구",2023,"외과","K40","사타구니탈장"
"2023-11",NA,"불변(호전안됨)","1","대구",2023,"비뇨의학과","R50","기타 및 원인미상의 열"
"2023-05",NA,"호전","1","대구",2023,"정형외과","L98","달리 분류되지 않은 피부 및 피하조직의 기타 장애"
"2023-08",NA,"호전","1","대구",2023,"소화기내과","Z94","이식된 기관 및 조직의 상태"
"2023-11",NA,"호전","2","대구",2023,"순환기내과","I77","동맥 및 세동맥의 기타 장애"
"2023-08",NA,"호전","2","대구",2023,"정형외과","S42","어깨 및 위팔의 골절"
"2023-11",NA,"호전","1","대구",2023,"순환기내과","D64","기타 빈혈"
"2023-09",NA,"경쾌","1","대구",2023,"순환기내과","I47","발작성 빈맥"
"2023-06",NA,"경쾌","1","대구",2023,"외과","K61","항문 및 직장부의 농양"
"2023-08",NA,"호전","1","대구",2023,"소화기내과","K30","기능성 소화불량"
"2023-07",NA,"호전","1","대구",2023,"순환기내과","N31","달리 분류되지 않은 방광의 신경근육기능장애"
"2023-12",NA,"호전","1","대구",2023,"소화기내과","K30","기능성 소화불량"
"2023-09",NA,"불변(호전안됨)","1","대구",2023,"신경외과","M51","기타 추간판장애"
"2023-12",NA,"경쾌","1","대구",2023,"순환기내과","R04","기도출혈"
"2023-11",NA,"호전","2","대구",2023,"정형외과","L02","피부의 농양, 종기 및 큰종기"
"2023-11",NA,"호전","3","대구",2023,"순환기내과","J18","상세불명 병원체의 폐렴"
"2023-12",NA,"호전","2","대구",2023,"소화기내과","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염"
"2023-12",NA,"48시간 후 사망","1","대구",2023,"순환기내과","N18","만성 신장병"
"2023-12",NA,"호전","2","대구",2023,"정형외과","L03","연조직염"
"2023-07",NA,"진단만실시","4","대구",2023,"비뇨의학과","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
"2023-05",NA,"호전","1","대구",2023,"정형외과","L02","피부의 농양, 종기 및 큰종기"
"2023-12",NA,"호전","3","대구",2023,"신경외과","S32","요추 및 골반의 골절"
