년도,지역,순위,질병코드,상병명,실인원,진료과
2020,광주,6,I46,심장정지,1,내분비내과
2020,광주,6,J18,상세불명 병원체의 폐렴,1,내분비내과
2020,광주,6,C25,췌장의 악성 신생물,1,내분비내과
2020,광주,6,E16,췌장내분비의 기타 장애,1,내분비내과
2020,광주,1,N40,전립선증식증,492,비뇨의학과
2020,광주,2,C61,전립선의 악성 신생물,78,비뇨의학과
2020,광주,3,C67,방광의 악성 신생물,64,비뇨의학과
2020,광주,4,N20,신장 및 요관의 결석,48,비뇨의학과
2020,광주,5,N39,비뇨계통의 기타 장애,26,비뇨의학과
2020,광주,6,N21,하부요로의 결석,12,비뇨의학과
2020,광주,7,N45,고환염 및 부고환염,11,비뇨의학과
2020,광주,7,R31,상세불명의 혈뇨,11,비뇨의학과
2020,광주,9,N30,방광염,9,비뇨의학과
2020,광주,10,N43,음낭수종 및 정액류,8,비뇨의학과
2020,광주,11,N41,전립선의 염증성 질환,6,비뇨의학과
2020,광주,11,N10,급성 세뇨관-간질신장염,6,비뇨의학과
2020,광주,13,N31,달리 분류되지 않은 방광의 신경근육기능장애,5,비뇨의학과
2020,광주,13,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,5,비뇨의학과
2020,광주,15,C64,신우를 제외한 신장의 악성 신생물,4,비뇨의학과
2020,광주,16,C66,요관의 악성 신생물,3,비뇨의학과
2020,광주,16,D09,기타 및 상세불명 부위의 제자리암종,3,비뇨의학과
2020,광주,16,N32,방광의 기타 장애,3,비뇨의학과
2020,광주,16,N13,폐색성 및 역류성 요로병증,3,비뇨의학과
2020,광주,20,N48,음경의 기타 장애,2,비뇨의학과
2020,광주,20,L02,"피부의 농양, 종기 및 큰종기",2,비뇨의학과
2020,광주,1,F45,신체형장애,1,산부인과
2020,광주,1,E30,달리 분류되지 않은 사춘기의 장애,239,소아청소년과
2020,광주,2,E34,기타 내분비장애,38,소아청소년과
2020,광주,3,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,17,소아청소년과
2020,광주,3,E23,뇌하수체의 기능저하 및 기타 장애,17,소아청소년과
2020,광주,5,R50,기타 및 원인미상의 열,16,소아청소년과
2020,광주,6,J11,바이러스가 확인되지 않은 인플루엔자,15,소아청소년과
2020,광주,7,K52,기타 비감염성 위장염 및 결장염,13,소아청소년과
2020,광주,7,J15,달리 분류되지 않은 세균성 폐렴,13,소아청소년과
2020,광주,9,J03,급성 편도염,12,소아청소년과
2020,광주,10,N39,비뇨계통의 기타 장애,10,소아청소년과
2020,광주,11,J18,상세불명 병원체의 폐렴,8,소아청소년과
2020,광주,11,J20,급성 기관지염,8,소아청소년과
2020,광주,13,B34,상세불명 부위의 바이러스감염,7,소아청소년과
2020,광주,13,J21,급성 세기관지염,7,소아청소년과
2020,광주,15,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,6,소아청소년과
2020,광주,15,A08,바이러스성 및 기타 명시된 장감염,6,소아청소년과
2020,광주,17,N10,급성 세뇨관-간질신장염,5,소아청소년과
2020,광주,18,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,4,소아청소년과
2020,광주,18,A04,기타 세균성 장감염,4,소아청소년과
2020,광주,20,R11,구역 및 구토,3,소아청소년과
2020,광주,20,L04,급성 림프절염,3,소아청소년과
2020,광주,1,K80,담석증,66,소화기내과
2020,광주,2,C22,간 및 간내 담관의 악성 신생물,62,소화기내과
2020,광주,3,D13,기타 및 부위불명의 소화계통의 양성 신생물,60,소화기내과
2020,광주,4,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,47,소화기내과
2020,광주,5,K25,위궤양,27,소화기내과
2020,광주,6,K83,담도의 기타 질환,23,소화기내과
2020,광주,7,K63,장의 기타 질환,21,소화기내과
2020,광주,8,K21,위-식도역류병,19,소화기내과
2020,광주,9,K92,소화계통의 기타 질환,17,소화기내과
2020,광주,10,K85,급성 췌장염,13,소화기내과
2020,광주,10,C16,위의 악성 신생물,13,소화기내과
2020,광주,12,K75,기타 염증성 간질환,12,소화기내과
2020,광주,12,K74,간의 섬유증 및 경변증,12,소화기내과
2020,광주,12,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",12,소화기내과
2020,광주,15,K86,췌장의 기타 질환,10,소화기내과
2020,광주,15,K76,간의 기타 질환,10,소화기내과
2020,광주,15,K29,위염 및 십이지장염,10,소화기내과
2020,광주,18,K26,십이지장궤양,9,소화기내과
2020,광주,18,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,9,소화기내과
2020,광주,20,K59,기타 기능성 장장애,7,소화기내과
2020,광주,20,C24,담도의 기타 및 상세불명 부분의 악성 신생물,7,소화기내과
2020,광주,1,I20,협심증,382,순환기내과
2020,광주,2,I48,심방세동 및 조동,72,순환기내과
2020,광주,3,I21,급성 심근경색증,62,순환기내과
2020,광주,4,I50,심부전,60,순환기내과
2020,광주,5,I10,본태성(원발성) 고혈압,36,순환기내과
2020,광주,6,I70,죽상경화증,29,순환기내과
2020,광주,7,E11,2형 당뇨병,23,순환기내과
2020,광주,8,I25,만성 허혈심장병,15,순환기내과
2020,광주,9,I42,심근병증,14,순환기내과
2020,광주,10,R55,실신 및 허탈,11,순환기내과
2020,광주,11,I35,비류마티스성 대동맥판장애,9,순환기내과
2020,광주,12,I44,방실차단 및 좌각차단,8,순환기내과
2020,광주,13,Z95,심장 및 혈관 삽입물 및 이식편의 존재,7,순환기내과
2020,광주,13,K21,위-식도역류병,7,순환기내과
2020,광주,13,I73,기타 말초혈관질환,7,순환기내과
2020,광주,13,I71,대동맥동맥류 및 박리,7,순환기내과
2020,광주,17,I49,기타 심장부정맥,6,순환기내과
2020,광주,17,D50,철결핍빈혈,6,순환기내과
2020,광주,19,I31,심장막의 기타 질환,5,순환기내과
2020,광주,19,I26,폐색전증,5,순환기내과
2020,광주,19,J44,기타 만성 폐색성 폐질환,5,순환기내과
2020,광주,19,A41,기타 패혈증,5,순환기내과
2020,광주,19,N17,급성 신부전,5,순환기내과
2020,광주,1,I63,뇌경색증,158,신경과
2020,광주,2,G43,편두통,90,신경과
2020,광주,3,R42,어지럼증 및 어지럼,89,신경과
2020,광주,4,R51,두통,74,신경과
2020,광주,5,H81,전정기능의 장애,42,신경과
2020,광주,6,G20,파킨슨병,35,신경과
2020,광주,7,I69,뇌혈관질환의 후유증,29,신경과
2020,광주,8,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,25,신경과
2020,광주,9,I67,기타 뇌혈관질환,24,신경과
2020,광주,10,G51,안면신경장애,21,신경과
2020,광주,11,F00,알츠하이머병에서의 치매(G30-+),20,신경과
2020,광주,12,G45,일과성 뇌허혈발작 및 관련 증후군,19,신경과
2020,광주,13,R55,실신 및 허탈,17,신경과
2020,광주,13,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,17,신경과
2020,광주,15,R25,이상불수의운동,11,신경과
2020,광주,16,G44,기타 두통증후군,9,신경과
2020,광주,17,G21,이차성 파킨슨증,8,신경과
2020,광주,17,R56,달리 분류되지 않은 경련,8,신경과
2020,광주,17,G25,기타 추체외로 및 운동 장애,8,신경과
2020,광주,20,I66,뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,7,신경과
2020,광주,20,H49,마비성 사시,7,신경과
2020,광주,1,M48,기타 척추병증,244,신경외과
2020,광주,2,S32,요추 및 골반의 골절,82,신경외과
2020,광주,3,M51,기타 추간판장애,66,신경외과
2020,광주,4,S06,두개내손상,55,신경외과
2020,광주,5,S22,"늑골, 흉골 및 흉추의 골절",42,신경외과
2020,광주,6,M47,척추증,32,신경외과
2020,광주,7,M96,달리 분류되지 않은 처치후 근골격장애,26,신경외과
2020,광주,8,M50,경추간판장애,23,신경외과
2020,광주,9,M43,기타 변형성 등병증,16,신경외과
2020,광주,10,M54,등통증,15,신경외과
2020,광주,11,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",13,신경외과
2020,광주,12,I61,뇌내출혈,9,신경외과
2020,광주,13,M99,달리 분류되지 않은 생체역학적 병변,7,신경외과
2020,광주,14,G95,척수의 기타 질환,6,신경외과
2020,광주,15,M46,기타 염증성 척추병증,5,신경외과
2020,광주,16,R51,두통,4,신경외과
2020,광주,16,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",4,신경외과
2020,광주,16,C79,기타 및 상세불명 부위의 이차성 악성 신생물,4,신경외과
2020,광주,19,G06,두개내 및 척추내 농양 및 육아종,2,신경외과
2020,광주,19,D33,뇌 및 중추신경계통의 기타 부분의 양성 신생물,2,신경외과
2020,광주,19,M41,척주측만증,2,신경외과
2020,광주,19,H53,시각장애,2,신경외과
2020,광주,19,M80,병적 골절을 동반한 골다공증,2,신경외과
2020,광주,19,I60,지주막하출혈,2,신경외과
2020,광주,19,S00,머리의 표재성 손상,2,신경외과
2020,광주,19,I67,기타 뇌혈관질환,2,신경외과
2020,광주,1,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,83,신장내과
2020,광주,2,N18,만성 신장병,66,신장내과
2020,광주,3,N10,급성 세뇨관-간질신장염,26,신장내과
2020,광주,4,N17,급성 신부전,22,신장내과
2020,광주,5,E87,"수분, 전해질 및 산-염기균형의 기타 장애",15,신장내과
2020,광주,6,N39,비뇨계통의 기타 장애,12,신장내과
2020,광주,7,E11,2형 당뇨병,10,신장내과
2020,광주,8,A41,기타 패혈증,9,신장내과
2020,광주,9,R60,달리 분류되지 않은 부종,6,신장내과
2020,광주,10,R80,고립된 단백뇨,4,신장내과
2020,광주,11,J69,고체 및 액체에 의한 폐렴,3,신장내과
2020,광주,11,M62,근육의 기타 장애,3,신장내과
2020,광주,11,J15,달리 분류되지 않은 세균성 폐렴,3,신장내과
2020,광주,14,N30,방광염,2,신장내과
2020,광주,14,J18,상세불명 병원체의 폐렴,2,신장내과
2020,광주,14,N13,폐색성 및 역류성 요로병증,2,신장내과
2020,광주,17,I95,저혈압,1,신장내과
2020,광주,17,R31,상세불명의 혈뇨,1,신장내과
2020,광주,17,J42,상세불명의 만성 기관지염,1,신장내과
2020,광주,17,K80,담석증,1,신장내과
2020,광주,17,I50,심부전,1,신장내과
2020,광주,17,C64,신우를 제외한 신장의 악성 신생물,1,신장내과
2020,광주,17,T78,달리 분류되지 않은 유해작용,1,신장내과
2020,광주,17,C80,부위의 명시가 없는 악성 신생물,1,신장내과
2020,광주,17,N05,상세불명의 신염증후군,1,신장내과
2020,광주,17,C67,방광의 악성 신생물,1,신장내과
2020,광주,17,E22,뇌하수체의 기능항진,1,신장내과
2020,광주,17,I46,심장정지,1,신장내과
2020,광주,17,N04,신증후군,1,신장내과
2020,광주,17,C22,간 및 간내 담관의 악성 신생물,1,신장내과
2020,광주,17,M71,기타 윤활낭병증,1,신장내과
2020,광주,17,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,1,신장내과
2020,광주,17,D47,"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",1,신장내과
2020,광주,17,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,1,신장내과
2020,광주,17,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1,신장내과
2020,광주,17,I35,비류마티스성 대동맥판장애,1,신장내과
2020,광주,17,E10,1형 당뇨병,1,신장내과
2020,광주,17,K72,달리 분류되지 않은 간부전,1,신장내과
2020,광주,17,I10,본태성(원발성) 고혈압,1,신장내과
2020,광주,17,U82,베타락탐항생제 내성,1,신장내과
2020,광주,17,E14,상세불명의 당뇨병,1,신장내과
2020,광주,17,D63,달리 분류된 만성 질환에서의 빈혈,1,신장내과
2020,광주,17,I21,급성 심근경색증,1,신장내과
2020,광주,17,N15,기타 신세뇨관-간질질환,1,신장내과
2020,광주,17,A17,신경계통의 결핵,1,신장내과
2020,광주,17,N19,상세불명의 신부전,1,신장내과
2020,광주,17,E78,지질단백질대사장애 및 기타 지질증,1,신장내과
2020,광주,1,H25,노년백내장,747,안과
2020,광주,2,H21,홍채 및 섬모체의 기타 장애,1,안과
2020,광주,2,H26,기타 백내장,1,안과
2020,광주,1,K40,사타구니탈장,72,외과
2020,광주,2,K80,담석증,69,외과
2020,광주,3,K35,급성 충수염,56,외과
2020,광주,4,K64,치핵 및 항문주위정맥혈전증,45,외과
2020,광주,5,C16,위의 악성 신생물,43,외과
2020,광주,6,K81,담낭염,40,외과
2020,광주,7,C18,결장의 악성 신생물,35,외과
2020,광주,8,I83,하지의 정맥류,34,외과
2020,광주,9,S22,"늑골, 흉골 및 흉추의 골절",29,외과
2020,광주,10,K56,탈장이 없는 마비성 장폐색증 및 장폐색,21,외과
2020,광주,11,K60,항문 및 직장부의 열창 및 누공,20,외과
2020,광주,12,K62,항문 및 직장의 기타 질환,14,외과
2020,광주,13,L89,욕창궤양 및 압박부위,13,외과
2020,광주,13,D13,기타 및 부위불명의 소화계통의 양성 신생물,13,외과
2020,광주,15,L03,연조직염,11,외과
2020,광주,15,C20,직장의 악성 신생물,11,외과
2020,광주,15,C25,췌장의 악성 신생물,11,외과
2020,광주,18,K36,기타 충수염,10,외과
2020,광주,19,C73,갑상선의 악성 신생물,9,외과
2020,광주,19,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",9,외과
2020,광주,1,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,26,응급의학과
2020,광주,2,R42,어지럼증 및 어지럼,17,응급의학과
2020,광주,3,R53,병감 및 피로,13,응급의학과
2020,광주,3,H81,전정기능의 장애,13,응급의학과
2020,광주,5,S22,"늑골, 흉골 및 흉추의 골절",11,응급의학과
2020,광주,6,C34,기관지 및 폐의 악성 신생물,7,응급의학과
2020,광주,7,E11,2형 당뇨병,6,응급의학과
2020,광주,8,C16,위의 악성 신생물,5,응급의학과
2020,광주,8,M48,기타 척추병증,5,응급의학과
2020,광주,8,B02,대상포진,5,응급의학과
2020,광주,8,T14,상세불명의 신체부위의 손상,5,응급의학과
2020,광주,8,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",5,응급의학과
2020,광주,8,T00,여러 신체부위를 침범한 표재성 손상,5,응급의학과
2020,광주,8,K21,위-식도역류병,5,응급의학과
2020,광주,15,S01,머리의 열린상처,4,응급의학과
2020,광주,15,M54,등통증,4,응급의학과
2020,광주,15,G56,팔의 단일신경병증,4,응급의학과
2020,광주,18,K56,탈장이 없는 마비성 장폐색증 및 장폐색,3,응급의학과
2020,광주,18,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",3,응급의학과
2020,광주,18,N39,비뇨계통의 기타 장애,3,응급의학과
2020,광주,18,M89,뼈의 기타 장애,3,응급의학과
2020,광주,18,S32,요추 및 골반의 골절,3,응급의학과
2020,광주,18,R51,두통,3,응급의학과
2020,광주,18,N30,방광염,3,응급의학과
2020,광주,18,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",3,응급의학과
2020,광주,18,S06,두개내손상,3,응급의학과
2020,광주,18,C25,췌장의 악성 신생물,3,응급의학과
2020,광주,18,K86,췌장의 기타 질환,3,응급의학과
2020,광주,1,J30,혈관운동성 및 앨러지성 비염,1,이비인후과
2020,광주,1,H91,기타 청력소실,1,이비인후과
2020,광주,1,H81,전정기능의 장애,1,이비인후과
2020,광주,1,I63,뇌경색증,98,재활의학과
2020,광주,2,M48,기타 척추병증,48,재활의학과
