진료년도,진료과목,주상병코드,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2023,정형외과,I95,55 ,75 ,160 ,13322590 ,18662800 
2023,정형외과,I97,19 ,87 ,96 ,2031140 ,2906570 
2023,정형외과,I98,7 ,7 ,35 ,1384350 ,2393880 
2023,정형외과,I99,30 ,71 ,311 ,23460470 ,30734130 
2023,정형외과,J00,7355 ,9711 ,9510 ,142876990 ,222589980 
2023,정형외과,J01,446 ,607 ,625 ,17058940 ,24325270 
2023,정형외과,J02,2594 ,2976 ,9003 ,84263310 ,115094940 
2023,정형외과,J03,1237 ,1498 ,1578 ,29267760 ,43427830 
2023,정형외과,J04,1094 ,1400 ,1456 ,31762190 ,43212710 
2023,정형외과,J05,13 ,21 ,21 ,223950 ,347650 
2023,정형외과,J06,7315 ,9985 ,10614 ,204761110 ,293774460 
2023,정형외과,J09,82 ,85 ,88 ,4064640 ,5891410 
2023,정형외과,J10,2022 ,2355 ,4187 ,288197980 ,371109840 
2023,정형외과,J11,1045 ,1159 ,1478 ,69887750 ,91565050 
2023,정형외과,J12,26 ,46 ,254 ,26109950 ,32848660 
2023,정형외과,J13,4 ,6 ,37 ,5938400 ,7342640 
2023,정형외과,J14,3 ,3 ,7 ,1399210 ,1745810 
2023,정형외과,J15,343 ,593 ,5275 ,744893940 ,931051210 
2023,정형외과,J16,4 ,4 ,33 ,3600320 ,4779440 
2023,정형외과,J17,6 ,12 ,142 ,28172540 ,36571090 
2023,정형외과,J18,1477 ,2666 ,22462 ,3096567550 ,3965527870 
2023,정형외과,J20,13631 ,16815 ,17966 ,351201300 ,518377060 
2023,정형외과,J21,156 ,229 ,271 ,12148630 ,17205910 
2023,정형외과,J22,204 ,244 ,285 ,7875630 ,11027960 
2023,정형외과,J30,2992 ,4022 ,4315 ,58652940 ,90106520 
2023,정형외과,J31,119 ,268 ,282 ,2934200 ,4772150 
2023,정형외과,J32,135 ,193 ,248 ,11084940 ,16851860 
2023,정형외과,J33,10 ,16 ,15 ,344020 ,584420 
2023,정형외과,J34,63 ,74 ,105 ,7029720 ,10171850 
2023,정형외과,J35,48 ,87 ,102 ,2045620 ,3434020 
2023,정형외과,J36,199 ,265 ,263 ,4983010 ,7892740 
2023,정형외과,J37,18 ,52 ,51 ,807520 ,1845170 
2023,정형외과,J38,21 ,40 ,53 ,5624760 ,7512070 
2023,정형외과,J39,167 ,254 ,234 ,3978550 ,7171030 
2023,정형외과,J40,5169 ,7028 ,8202 ,186319100 ,266517950 
2023,정형외과,J41,485 ,601 ,615 ,11372550 ,17644970 
2023,정형외과,J42,706 ,1083 ,3367 ,183271810 ,248289280 
2023,정형외과,J43,64 ,81 ,455 ,27682970 ,42716530 
2023,정형외과,J44,360 ,857 ,8103 ,606424250 ,809378070 
2023,정형외과,J45,634 ,1293 ,5609 ,310644260 ,421044860 
2023,정형외과,J46,38 ,84 ,360 ,20172990 ,27439300 
2023,정형외과,J47,61 ,85 ,345 ,25118920 ,34045230 
2023,정형외과,J60,2 ,2 ,1 ,274380 ,342970 
2023,정형외과,J61,1 ,1 ,1 ,27660 ,46060 
2023,정형외과,J62,1 ,2 ,38 ,2591230 ,3485300 
2023,정형외과,J63,1 ,2 ,36 ,1414310 ,2445430 
2023,정형외과,J64,9 ,25 ,202 ,14295630 ,19284710 
2023,정형외과,J67,1 ,4 ,4 ,50690 ,100890 
2023,정형외과,J69,142 ,268 ,2889 ,783942490 ,990677620 
2023,정형외과,J70,2 ,2 ,2 ,21420 ,35520 
2023,정형외과,J80,10 ,15 ,204 ,67292400 ,78540870 
2023,정형외과,J81,21 ,37 ,365 ,42996620 ,55853260 
2023,정형외과,J82,3 ,4 ,64 ,26667970 ,34690880 
2023,정형외과,J84,99 ,174 ,1669 ,184806450 ,234924780 
2023,정형외과,J85,5 ,6 ,20 ,4919100 ,6079510 
2023,정형외과,J86,10 ,18 ,119 ,6304660 ,8822110 
2023,정형외과,J90,83 ,111 ,788 ,141163220 ,182110240 
2023,정형외과,J91,8 ,28 ,55 ,2451040 ,3685340 
2023,정형외과,J92,1 ,1 ,0 ,115400 ,184790 
2023,정형외과,J93,101 ,149 ,234 ,15396040 ,22658630 
2023,정형외과,J94,36 ,48 ,118 ,20303920 ,26945040 
2023,정형외과,J95,1 ,2 ,20 ,13446200 ,17487730 
2023,정형외과,J96,73 ,126 ,1825 ,327057440 ,424546400 
2023,정형외과,J98,367 ,456 ,1503 ,111476670 ,155880730 
2023,정형외과,J99,2 ,2 ,2 ,303530 ,594530 
2023,정형외과,K00,3 ,3 ,14 ,110240 ,141230 
2023,정형외과,K01,10 ,11 ,17 ,406420 ,585550 
2023,정형외과,K02,26 ,30 ,49 ,1524190 ,2015140 
2023,정형외과,K03,7 ,8 ,37 ,329260 ,499470 
2023,정형외과,K04,52 ,73 ,117 ,4014720 ,6264360 
2023,정형외과,K05,484 ,679 ,765 ,35634540 ,50094770 
2023,정형외과,K06,16 ,19 ,21 ,1567300 ,2189520 
2023,정형외과,K07,1291 ,2028 ,2045 ,40151940 ,65364080 
2023,정형외과,K08,255 ,317 ,373 ,35401750 ,50047980 
2023,정형외과,K09,8 ,16 ,34 ,1775460 ,2518650 
2023,정형외과,K10,125 ,262 ,330 ,27581450 ,41498200 
2023,정형외과,K11,30 ,36 ,72 ,4348920 ,5068700 
2023,정형외과,K12,246 ,318 ,354 ,6533370 ,9686810 
2023,정형외과,K13,15 ,18 ,18 ,250690 ,647450 
2023,정형외과,K14,26 ,31 ,30 ,339380 ,548700 
2023,정형외과,K20,29 ,53 ,63 ,3150890 ,4522800 
2023,정형외과,K21,5076 ,6754 ,7423 ,239964810 ,379841150 
2023,정형외과,K22,15 ,45 ,621 ,37507880 ,52352570 
2023,정형외과,K23,2 ,2 ,2 ,114630 ,222570 
2023,정형외과,K25,387 ,526 ,1025 ,78569880 ,107656140 
2023,정형외과,K26,87 ,147 ,314 ,46056830 ,63713320 
2023,정형외과,K27,139 ,193 ,444 ,21784650 ,30363710 
2023,정형외과,K28,9 ,30 ,30 ,621820 ,1350230 
2023,정형외과,K29,7614 ,10193 ,10747 ,291815290 ,484083080 
2023,정형외과,K30,1441 ,1875 ,1776 ,61700520 ,91071290 
2023,정형외과,K31,53 ,80 ,104 ,4019980 ,6839540 
2023,정형외과,K35,228 ,288 ,437 ,65827470 ,93164700 
2023,정형외과,K36,27 ,32 ,31 ,841080 ,1455970 
2023,정형외과,K37,45 ,59 ,59 ,1045400 ,1727440 
2023,정형외과,K38,5 ,8 ,4 ,303800 ,418220 
2023,정형외과,K40,121 ,151 ,207 ,16421080 ,23034440 
2023,정형외과,K41,11 ,12 ,12 ,283120 ,462730 
2023,정형외과,K42,7 ,11 ,24 ,2638450 ,4031680 
2023,정형외과,K43,20 ,36 ,73 ,8221390 ,10202020 
2023,정형외과,K44,5 ,5 ,4 ,265540 ,359970 
2023,정형외과,K45,5 ,6 ,6 ,73100 ,161310 
2023,정형외과,K46,32 ,40 ,84 ,4685860 ,5787100 
2023,정형외과,K50,71 ,116 ,215 ,33733560 ,42353620 
2023,정형외과,K51,58 ,95 ,104 ,8664990 ,11282140 
2023,정형외과,K52,1385 ,1534 ,1823 ,53156570 ,79300700 
2023,정형외과,K55,24 ,49 ,437 ,163616190 ,205678590 
2023,정형외과,K56,117 ,159 ,631 ,112064130 ,147697910 
2023,정형외과,K57,83 ,121 ,541 ,44771340 ,56462990 
2023,정형외과,K58,612 ,734 ,930 ,25293200 ,35777350 
2023,정형외과,K59,4048 ,5276 ,8387 ,208672090 ,288227200 
2023,정형외과,K60,38 ,51 ,62 ,2608510 ,3705050 
2023,정형외과,K61,165 ,280 ,567 ,34653880 ,48674610 
2023,정형외과,K62,46 ,58 ,178 ,17155110 ,23092060 
2023,정형외과,K63,142 ,202 ,896 ,145310790 ,191368490 
2023,정형외과,K64,237 ,337 ,396 ,7882040 ,11844130 
2023,정형외과,K65,77 ,180 ,733 ,142241070 ,191989100 
2023,정형외과,K66,19 ,27 ,62 ,12428830 ,17424860 
2023,정형외과,K70,155 ,243 ,1527 ,122937400 ,169873540 
2023,정형외과,K71,201 ,239 ,465 ,14535600 ,20214920 
2023,정형외과,K72,31 ,32 ,163 ,22053030 ,30154160 
2023,정형외과,K73,273 ,313 ,943 ,25123270 ,33474950 
2023,정형외과,K74,127 ,242 ,1567 ,119828650 ,166369390 
2023,정형외과,K75,920 ,1135 ,2086 ,93063970 ,130258660 
2023,정형외과,K76,2082 ,2487 ,2370 ,139560010 ,199267890 
2023,정형외과,K77,4 ,10 ,8 ,121910 ,192050 
2023,정형외과,K80,381 ,692 ,3798 ,412690770 ,566048620 
2023,정형외과,K81,149 ,260 ,2240 ,207174420 ,286460280 
2023,정형외과,K82,65 ,81 ,146 ,11680580 ,17252950 
2023,정형외과,K83,39 ,61 ,129 ,19549240 ,26356940 
2023,정형외과,K85,65 ,119 ,540 ,53402540 ,72844010 
2023,정형외과,K86,61 ,442 ,496 ,21709090 ,30892210 
2023,정형외과,K87,5 ,5 ,9 ,404940 ,741990 
2023,정형외과,K90,3 ,3 ,3 ,43720 ,115020 
2023,정형외과,K91,14 ,26 ,48 ,1477890 ,2634390 
2023,정형외과,K92,110 ,178 ,737 ,82073530 ,109560180 
2023,정형외과,K93,5 ,5 ,4 ,119630 ,197330 
2023,정형외과,L00,1 ,1 ,1 ,16410 ,32900 
2023,정형외과,L01,138 ,208 ,219 ,5639670 ,8855080 
2023,정형외과,L02,7484 ,24896 ,39787 ,4096096870 ,5647999900 
2023,정형외과,L03,87125 ,254152 ,394860 ,32045907550 ,44917992260 
2023,정형외과,L04,424 ,593 ,684 ,29154460 ,43032410 
2023,정형외과,L05,128 ,398 ,507 ,29102050 ,40628010 
2023,정형외과,L08,1450 ,3325 ,4963 ,324504370 ,457419910 
2023,정형외과,L10,6 ,12 ,28 ,11341030 ,13235830 
2023,정형외과,L12,13 ,40 ,782 ,70330010 ,83376290 
2023,정형외과,L13,74 ,172 ,261 ,9666780 ,13420390 
2023,정형외과,L14,3 ,3 ,3 ,47090 ,83770 
2023,정형외과,L20,237 ,468 ,482 ,8912130 ,13350270 
2023,정형외과,L21,209 ,329 ,321 ,3276860 ,5730190 
2023,정형외과,L22,3 ,3 ,3 ,24760 ,38660 
2023,정형외과,L23,1527 ,2052 ,2181 ,36728700 ,56256450 
2023,정형외과,L24,131 ,157 ,169 ,4760810 ,6845500 
2023,정형외과,L25,389 ,598 ,637 ,8425050 ,13578800 
2023,정형외과,L26,2 ,3 ,3 ,81050 ,133750 
2023,정형외과,L27,159 ,190 ,256 ,27856040 ,39613910 
2023,정형외과,L28,551 ,791 ,854 ,11572340 ,17506930 
2023,정형외과,L29,1239 ,1603 ,1928 ,21833780 ,32995800 
2023,정형외과,L30,1779 ,2927 ,3642 ,154094260 ,226631710 
2023,정형외과,L40,105 ,220 ,246 ,14429710 ,18802690 
2023,정형외과,L41,1 ,3 ,3 ,24570 ,40770 
2023,정형외과,L42,1 ,1 ,1 ,7030 ,13930 
2023,정형외과,L43,1 ,1 ,1 ,9540 ,19040 
2023,정형외과,L44,1 ,1 ,1 ,49450 ,82350 
2023,정형외과,L50,4773 ,5897 ,5969 ,104688470 ,166711560 
2023,정형외과,L51,8 ,14 ,33 ,3070800 ,4134830 
2023,정형외과,L52,12 ,15 ,14 ,206900 ,391700 
2023,정형외과,L53,25 ,32 ,31 ,531220 ,1051240 
2023,정형외과,L54,2 ,3 ,9 ,1342890 ,1742930 
2023,정형외과,L55,46 ,87 ,87 ,2039460 ,3476280 
2023,정형외과,L56,9 ,11 ,11 ,120040 ,204540 
2023,정형외과,L57,57 ,127 ,156 ,13981110 ,19921980 
2023,정형외과,L58,4 ,53 ,53 ,2405450 ,4006050 
2023,정형외과,L59,2 ,9 ,31 ,4646810 ,6149550 
2023,정형외과,L60,27377 ,83865 ,88555 ,2797531730 ,4404146850 
2023,정형외과,L62,32 ,70 ,83 ,4368090 ,6389740 
2023,정형외과,L63,42 ,63 ,63 ,957400 ,1652120 
2023,정형외과,L64,45 ,76 ,76 ,662110 ,1188410 
2023,정형외과,L65,72 ,124 ,124 ,975250 ,1854050 
2023,정형외과,L66,12 ,30 ,30 ,333450 ,548850 
2023,정형외과,L70,130 ,208 ,208 ,1594100 ,2771310 
2023,정형외과,L71,11 ,14 ,13 ,89940 ,192470 
2023,정형외과,L72,9550 ,29196 ,35483 ,2479906770 ,3621325440 
2023,정형외과,L73,49 ,81 ,78 ,1545480 ,3122110 
2023,정형외과,L74,9 ,13 ,13 ,226880 ,378970 
2023,정형외과,L75,3 ,10 ,14 ,366440 ,539050 
2023,정형외과,L80,6 ,7 ,7 ,173050 ,303890 
2023,정형외과,L81,36 ,51 ,50 ,975810 ,1882870 
2023,정형외과,L82,18 ,35 ,34 ,1015990 ,1706970 
2023,정형외과,L83,6 ,29 ,28 ,750590 ,1339500 
2023,정형외과,L84,7466 ,19597 ,22086 ,1107422930 ,1653096570 
2023,정형외과,L85,195 ,447 ,593 ,40020090 ,55236960 
2023,정형외과,L86,2 ,7 ,7 ,184480 ,319790 
2023,정형외과,L87,3 ,4 ,3 ,101830 ,199030 
2023,정형외과,L88,21 ,75 ,174 ,31372460 ,42962420 
2023,정형외과,L89,2336 ,10228 ,32571 ,3045933120 ,4098036350 
2023,정형외과,L90,325 ,640 ,890 ,96122300 ,131320040 
2023,정형외과,L91,327 ,582 ,678 ,35765110 ,53029880 
2023,정형외과,L92,386 ,1041 ,1321 ,113567090 ,166046360 
2023,정형외과,L93,10 ,18 ,164 ,7976540 ,11311480 
2023,정형외과,L94,72 ,155 ,219 ,21649080 ,30518280 
2023,정형외과,L95,147 ,237 ,314 ,19244330 ,27962750 
2023,정형외과,L97,571 ,2454 ,5802 ,765145020 ,1039797360 
2023,정형외과,L98,1241 ,4328 ,8481 ,1198566620 ,1660288300 
2023,정형외과,L99,18 ,42 ,95 ,8563970 ,11806930 
2023,정형외과,M00,11889 ,47350 ,180368 ,34351542200 ,46252565640 
2023,정형외과,M01,182 ,642 ,1303 ,183035040 ,255441680 
2023,정형외과,M02,379 ,723 ,1282 ,84065150 ,124149280 
2023,정형외과,M03,29 ,79 ,79 ,2179890 ,4236010 
2023,정형외과,M05,7681 ,31012 ,43948 ,7476820120 ,8808841480 
2023,정형외과,M06,7384 ,18943 ,23622 ,2033029520 ,2869599700 
2023,정형외과,M07,211 ,600 ,775 ,68750570 ,88192170 
2023,정형외과,M08,419 ,928 ,1385 ,156441680 ,204567210 
2023,정형외과,M09,12 ,20 ,53 ,14306140 ,18992140 
2023,정형외과,M10,90319 ,252746 ,275311 ,9583056530 ,14884064670 
2023,정형외과,M11,732 ,1695 ,2731 ,368812700 ,509076300 
2023,정형외과,M12,6035 ,13826 ,18280 ,1814718000 ,2649291170 
2023,정형외과,M13,128911 ,303617 ,378553 ,30077807380 ,43444282600 
2023,정형외과,M14,429 ,1439 ,2255 ,287993980 ,424682800 
2023,정형외과,M15,24345 ,69492 ,72795 ,3212363840 ,6173898620 
2023,정형외과,M16,41075 ,89287 ,139071 ,28489307140 ,39567300060 
2023,정형외과,M17,818934 ,2712450 ,4377262 ,678485634580 ,949352502250 
2023,정형외과,M18,1609 ,4347 ,5351 ,443130330 ,664052520 
2023,정형외과,M19,401506 ,935808 ,1107851 ,97436719820 ,151398380760 
2023,정형외과,M20,43806 ,125117 ,219563 ,31548312780 ,43628586340 
2023,정형외과,M21,31163 ,67260 ,110577 ,15343614130 ,21890647160 
2023,정형외과,M22,33078 ,69432 ,76993 ,3734753920 ,5994424940 
2023,정형외과,M23,197278 ,605033 ,932836 ,104027565530 ,151066006180 
2023,정형외과,M24,56353 ,160276 ,231181 ,23088042290 ,33404707340 
2023,정형외과,M25,297474 ,557703 ,617905 ,28590682540 ,45091811720 
2023,정형외과,M30,41 ,70 ,346 ,70477870 ,81513650 
2023,정형외과,M31,50 ,119 ,283 ,52276270 ,64659310 
2023,정형외과,M32,367 ,917 ,1751 ,302613970 ,356490730 
2023,정형외과,M33,69 ,192 ,351 ,73881540 ,89271900 
2023,정형외과,M34,75 ,412 ,739 ,86879670 ,104618610 
2023,정형외과,M35,468 ,1718 ,2760 ,241002090 ,290987620 
2023,정형외과,M36,64 ,115 ,132 ,40056510 ,46365050 
2023,정형외과,M40,6850 ,16672 ,25291 ,4925267350 ,6934981570 
2023,정형외과,M41,28722 ,57267 ,67310 ,10893761230 ,14643867640 
2023,정형외과,M42,268 ,533 ,567 ,20272800 ,33093260 
2023,정형외과,M43,53343 ,138062 ,192203 ,22850478750 ,32744624290 
2023,정형외과,M45,3441 ,14034 ,16327 ,5577059830 ,6319502940 
2023,정형외과,M46,5882 ,15135 ,44741 ,9024738370 ,12391813440 
2023,정형외과,M47,89026 ,216231 ,250799 ,13372375090 ,20181938900 
2023,정형외과,M48,303348 ,946012 ,1252427 ,106116067640 ,152836566430 
2023,정형외과,M49,1826 ,4676 ,6934 ,838210080 ,1184097770 
2023,정형외과,M50,124319 ,389609 ,450631 ,27366045490 ,41311706260 
2023,정형외과,M51,294017 ,888719 ,1137489 ,86053633620 ,126990818050 
2023,정형외과,M53,6457 ,12420 ,14808 ,877867890 ,1252511680 
2023,정형외과,M54,262877 ,561059 ,595898 ,23772258910 ,38914364400 
2023,정형외과,M60,5175 ,12352 ,21875 ,2753244150 ,3762495920 
2023,정형외과,M61,2718 ,7231 ,8536 ,512201840 ,769443220 
2023,정형외과,M62,50138 ,90350 ,98357 ,3673827580 ,5687052580 
2023,정형외과,M63,200 ,399 ,419 ,8216860 ,12931490 
2023,정형외과,M65,354332 ,860196 ,979101 ,46923245670 ,69875913000 
2023,정형외과,M66,4551 ,18431 ,30174 ,3643248520 ,5064219420 
2023,정형외과,M67,87604 ,185797 ,226320 ,15919009610 ,23211613410 
2023,정형외과,M68,255 ,573 ,808 ,54876970 ,78999790 
2023,정형외과,M70,24698 ,53489 ,61734 ,3044368550 ,4673426360 
2023,정형외과,M71,39083 ,96444 ,132672 ,10270637800 ,14714701620 
2023,정형외과,M72,76628 ,199248 ,240720 ,13027779460 ,18827628980 
2023,정형외과,M73,211 ,451 ,581 ,29277700 ,44272850 
2023,정형외과,M75,660134 ,2661308 ,3351209 ,286202261570 ,408167185110 
2023,정형외과,M76,62900 ,136462 ,144797 ,4341979700 ,6943291750 
2023,정형외과,M77,297823 ,807452 ,871271 ,29078778280 ,45086811150 
2023,정형외과,M79,169337 ,313003 ,327973 ,9629866380 ,15343877860 
2023,정형외과,M80,10636 ,25298 ,35300 ,4054078100 ,6128976630 
2023,정형외과,M81,126298 ,263972 ,267224 ,14682802800 ,25357775230 
2023,정형외과,M82,1531 ,2917 ,2908 ,153580980 ,298449650 
2023,정형외과,M83,872 ,1717 ,1936 ,134171590 ,201902500 
2023,정형외과,M84,12163 ,37790 ,73891 ,14910018230 ,20204366220 
2023,정형외과,M85,8082 ,14074 ,16077 ,1123720650 ,1780884760 
2023,정형외과,M86,8198 ,38352 ,121011 ,21033951920 ,28325118810 
2023,정형외과,M87,31937 ,91398 ,198163 ,51835387030 ,69780613000 
2023,정형외과,M88,83 ,232 ,281 ,23973420 ,29548130 
2023,정형외과,M89,4510 ,11178 ,15737 ,1987745120 ,2754220630 
2023,정형외과,M90,463 ,1291 ,2311 ,491158440 ,619758790 
2023,정형외과,M91,1470 ,2945 ,3953 ,495528050 ,676996070 
2023,정형외과,M92,10441 ,19898 ,23665 ,1477733730 ,2185653810 
2023,정형외과,M93,9914 ,27824 ,42446 ,4836346280 ,6832044320 
2023,정형외과,M94,20669 ,48603 ,63404 ,5864369240 ,8812060860 
2023,정형외과,M95,575 ,887 ,1247 ,116566560 ,159462160 
2023,정형외과,M96,20757 ,57769 ,91912 ,14361764350 ,20389913250 
2023,정형외과,M99,27219 ,71349 ,92602 ,10061714310 ,14945938330 
2023,정형외과,N00,1 ,1 ,1 ,2980 ,23080 
2023,정형외과,N02,30 ,39 ,73 ,3199030 ,4780920 
2023,정형외과,N03,3 ,3 ,14 ,3435110 ,4643580 
2023,정형외과,N04,7 ,17 ,192 ,11666650 ,16024430 
2023,정형외과,N05,2 ,4 ,42 ,18208350 ,24274140 
2023,정형외과,N06,2 ,2 ,1 ,141750 ,214350 
2023,정형외과,N08,3 ,4 ,3 ,100160 ,118620 
2023,정형외과,N10,194 ,339 ,2754 ,274182000 ,365881550 
2023,정형외과,N11,5 ,5 ,11 ,646790 ,855420 
2023,정형외과,N12,31 ,46 ,65 ,3275130 ,4719360 
2023,정형외과,N13,48 ,73 ,501 ,36587640 ,55808950 
2023,정형외과,N15,3 ,3 ,3 ,24800 ,69000 
2023,정형외과,N17,159 ,305 ,4202 ,543627260 ,720590540 
2023,정형외과,N18,2834 ,7386 ,17357 ,3869638650 ,4458780110 
2023,정형외과,N19,59 ,92 ,390 ,43188710 ,55231620 
2023,정형외과,N20,858 ,945 ,1357 ,127209570 ,191692630 
2023,정형외과,N21,132 ,159 ,174 ,8789470 ,14010060 
2023,정형외과,N22,3 ,3 ,2 ,148540 ,244160 
2023,정형외과,N23,2 ,2 ,2 ,147490 ,245590 
2023,정형외과,N28,137 ,159 ,338 ,52769540 ,72710170 
2023,정형외과,N30,1337 ,1825 ,2098 ,76948020 ,109235380 
2023,정형외과,N31,527 ,947 ,1957 ,122803110 ,171584360 
2023,정형외과,N32,49 ,67 ,193 ,18992730 ,24967560 
2023,정형외과,N33,3 ,11 ,11 ,87280 ,134380 
2023,정형외과,N34,73 ,93 ,93 ,1993600 ,2996440 
2023,정형외과,N35,3 ,4 ,1 ,1287920 ,1681370 
2023,정형외과,N36,2 ,3 ,1 ,309030 ,537810 
2023,정형외과,N37,3 ,4 ,4 ,176170 ,287870 
2023,정형외과,N39,1076 ,2584 ,4809 ,430872910 ,570506700 
2023,정형외과,N40,1453 ,2340 ,3641 ,161284520 ,219356760 
2023,정형외과,N41,56 ,95 ,180 ,20780350 ,27721880 
2023,정형외과,N42,44 ,81 ,76 ,1095460 ,1622800 
2023,정형외과,N43,5 ,16 ,15 ,1238420 ,1702060 
2023,정형외과,N44,1 ,1 ,1 ,13270 ,20370 
2023,정형외과,N45,22 ,24 ,25 ,630470 ,1002190 
2023,정형외과,N47,7 ,9 ,9 ,264550 ,475450 
2023,정형외과,N48,22 ,115 ,119 ,3903410 ,5352130 
2023,정형외과,N49,19 ,26 ,182 ,74929470 ,98984050 
2023,정형외과,N50,9 ,10 ,9 ,481840 ,835960 
2023,정형외과,N51,20 ,44 ,44 ,826550 ,1432520 
2023,정형외과,N60,8 ,14 ,16 ,871660 ,1595650 
2023,정형외과,N61,13 ,23 ,33 ,1933230 ,3008300 
2023,정형외과,N62,21 ,23 ,28 ,874220 ,1326860 
2023,정형외과,N63,27 ,31 ,246 ,4790050 ,6671270 
2023,정형외과,N64,38 ,51 ,48 ,1062040 ,1766740 
2023,정형외과,N70,2 ,2 ,1 ,433180 ,602460 
2023,정형외과,N71,3 ,3 ,28 ,1704490 ,2321710 
2023,정형외과,N72,53 ,55 ,55 ,3982680 ,6188360 
2023,정형외과,N73,23 ,41 ,66 ,3432260 ,5514530 
2023,정형외과,N74,2 ,4 ,4 ,41400 ,71800 
2023,정형외과,N75,5 ,6 ,21 ,1656560 ,2275810 
2023,정형외과,N76,55 ,68 ,109 ,10374350 ,13419860 
2023,정형외과,N77,20 ,24 ,35 ,744400 ,977680 
2023,정형외과,N80,45 ,66 ,36 ,4393050 ,5948770 
2023,정형외과,N81,11 ,13 ,13 ,1120240 ,1785310 
2023,정형외과,N82,3 ,4 ,6 ,218150 ,309380 
2023,정형외과,N83,40 ,50 ,58 ,5537800 ,9143860 
2023,정형외과,N84,8 ,10 ,14 ,2847650 ,3881510 
2023,정형외과,N85,8 ,9 ,19 ,1494930 ,2024530 
2023,정형외과,N86,3 ,3 ,2 ,326390 ,452130 
2023,정형외과,N87,6 ,16 ,19 ,1133130 ,1775940 
2023,정형외과,N88,5 ,11 ,11 ,663390 ,1245820 
2023,정형외과,N89,1 ,1 ,0 ,498780 ,636880 
2023,정형외과,N90,1 ,1 ,1 ,3120 ,28020 
2023,정형외과,N91,10 ,13 ,11 ,354680 ,541320 
2023,정형외과,N92,20 ,30 ,25 ,789030 ,1329990 
2023,정형외과,N93,17 ,23 ,60 ,3951070 ,5640750 
2023,정형외과,N94,201 ,268 ,264 ,3677980 ,6129280 
2023,정형외과,N95,881 ,1687 ,1763 ,72089460 ,140386110 
2023,정형외과,N97,85 ,117 ,116 ,1537410 ,2568900 
2023,정형외과,N98,1 ,1 ,1 ,13170 ,21870 
2023,정형외과,N99,2 ,2 ,7 ,672060 ,1061870 
2023,정형외과,O02,1 ,1 ,1 ,10500 ,21000 
2023,정형외과,O03,1 ,1 ,0 ,66720 ,83400 
2023,정형외과,O12,1 ,1 ,0 ,72540 ,90670 
2023,정형외과,O14,1 ,1 ,9 ,4158670 ,5022260 
2023,정형외과,O16,1 ,1 ,1 ,7280 ,38380 
2023,정형외과,O21,4 ,7 ,7 ,74920 ,113820 
2023,정형외과,O24,3 ,5 ,5 ,101190 ,149390 
2023,정형외과,O26,9 ,15 ,22 ,1195050 ,1936110 
2023,정형외과,O35,1 ,1 ,1 ,17080 ,28380 
2023,정형외과,O60,1 ,1 ,7 ,1518030 ,1749950 
2023,정형외과,O71,13 ,31 ,29 ,448640 ,1293740 
2023,정형외과,O75,1 ,1 ,1 ,16950 ,33750 
2023,정형외과,O80,1 ,1 ,1 ,19700 ,39300 
2023,정형외과,O81,1 ,1 ,1 ,3750 ,29750 
2023,정형외과,O86,1 ,1 ,1 ,0 ,0 
2023,정형외과,O87,1 ,1 ,1 ,9450 ,18750 
2023,정형외과,O91,1 ,1 ,1 ,54870 ,79470 
2023,정형외과,O99,19 ,20 ,36 ,4120410 ,5137140 
2023,정형외과,P00,3 ,5 ,5 ,108320 ,127020 
2023,정형외과,P01,123 ,200 ,198 ,4055980 ,4697280 
2023,정형외과,P02,10 ,29 ,29 ,1809420 ,2223570 
2023,정형외과,P03,24 ,28 ,28 ,703180 ,819380 
2023,정형외과,P05,29 ,35 ,35 ,652770 ,1989020 
2023,정형외과,P07,74 ,119 ,119 ,3650670 ,4091070 
2023,정형외과,P13,72 ,100 ,99 ,2722470 ,3594270 
2023,정형외과,P14,34 ,125 ,130 ,10114720 ,11876970 
2023,정형외과,P21,3 ,5 ,41 ,2913120 ,3963550 
2023,정형외과,P22,44 ,58 ,58 ,2212510 ,2997810 
2023,정형외과,P23,5 ,8 ,69 ,4570550 ,5728700 
2023,정형외과,P24,3 ,3 ,3 ,111450 ,139050 
2023,정형외과,P27,2 ,3 ,3 ,39450 ,65760 
2023,정형외과,P28,5 ,6 ,5 ,229140 ,364100 
2023,정형외과,P35,1 ,1 ,1 ,4710 ,7810 
2023,정형외과,P36,1 ,1 ,1 ,5760 ,30160 
2023,정형외과,P52,1 ,1 ,1 ,24480 ,30480 
2023,정형외과,P59,4 ,4 ,4 ,99410 ,115210 
2023,정형외과,P70,2 ,2 ,2 ,33410 ,69410 
2023,정형외과,P71,1 ,1 ,1 ,23970 ,29870 
2023,정형외과,P72,1 ,1 ,1 ,21370 ,22470 
2023,정형외과,P80,2 ,2 ,2 ,25690 ,51190 
2023,정형외과,P83,21 ,27 ,27 ,560380 ,655480 
2023,정형외과,P90,1 ,1 ,1 ,14650 ,52350 
2023,정형외과,P91,7 ,10 ,10 ,654340 ,1282540 
2023,정형외과,P94,3 ,3 ,3 ,125500 ,148000 
2023,정형외과,P96,147 ,251 ,251 ,6422520 ,8245520 
2023,정형외과,Q02,4 ,9 ,18 ,16370980 ,18468090 
2023,정형외과,Q03,12 ,16 ,16 ,1347850 ,1756850 
