"연령대","순위","상병코드","상병명","건수","癤우뿰"
"60대","11","K04","치수 및 치근단주위조직의 질환","200",NA
"60대","12","E78","지질단백질대사장애 및 기타 지질증","187",NA
"60대","13","M96","달리 분류되지 않은 처치후 근육골격 장애","181",NA
"60대","14","M54","배통","175",NA
"60대","15","H25","노인성 백내장","172",NA
"60대","16","M17","윤충증","171",NA
"60대","17","K29","위염 및 십이지장염","166",NA
"60대","18","B35","피부사상균증","165",NA
"60대","19","K08","치아 및 지지구조의 기타 장애","154",NA
"60대","20","K21","위-식도역류병","152",NA
"70대","1","N40","전립선증식증","9989",NA
"70대","2","K05","치은염(잇몸염)및 치주 질환","5986",NA
"70대","3","I10","본태성(일차성)고혈압","5772",NA
"70대","4","M48","기타 척추병증","3741",NA
"70대","5","E11","인슐린-비의존 당뇨병","3568",NA
"70대","6","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3458",NA
"70대","7","M19","연기, 불 및 화염에 노출","2805",NA
"70대","8","H04","눈물기관의 장애","2489",NA
"70대","9","L24","자극성 접촉피부염","1541",NA
"70대","10","K04","치수 및 치근단주위조직의 질환","1443",NA
"70대","11","B35","피부사상균증","1417",NA
"70대","12","I63","뇌경색증","1371",NA
"70대","13","H25","노인성 백내장","1296",NA
"70대","14","K08","치아 및 지지구조의 기타 장애","1200",NA
"70대","15","K21","위-식도역류병","1132",NA
"70대","16","K29","위염 및 십이지장염","1094",NA
"70대","17","K02","치아우식증","1090",NA
"70대","18","M75","어깨병변","1048",NA
"70대","19","M51","기타 추간판장애","992",NA
"70대","20","M17","윤충증","971",NA
"80대","1","N40","전립선증식증","2173",NA
"80대","2","I10","본태성(일차성)고혈압","1712",NA
"80대","3","K05","치은염(잇몸염)및 치주 질환","1021",NA
"80대","4","M48","기타 척추병증","992",NA
"80대","5","E11","인슐린-비의존 당뇨병","806",NA
"80대","6","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","602",NA
"80대","7","M19","연기, 불 및 화염에 노출","554",NA
"80대","8","H04","눈물기관의 장애","527",NA
"80대","9","F00","알츠하이머병에서의 치매(G30.-+)","501",NA
"80대","10","M17","윤충증","375",NA
"80대","11","I63","뇌경색증","349",NA
"80대","12","H90","전음성 및 감각신경성 청력소실","308",NA
"80대","13","L24","자극성 접촉피부염","303",NA
"80대","14","H25","노인성 백내장","283",NA
"80대","15","K59","기타 기능적 창자 장애","272",NA
"80대","16","N31","달리 분류되지 않은 방광의 신경근육기능장애","242",NA
"80대","17","R42","현기 및 어지러움","225",NA
"80대","18","K04","치수 및 치근단주위조직의 질환","217",NA
"80대","19","K21","위-식도역류병","206",NA
"80대","20","K29","위염 및 십이지장염","203",NA
"90세 이상","1","N40","전립선증식증","1016",NA
"90세 이상","2","I10","본태성(일차성)고혈압","700",NA
"90세 이상","3","M48","기타 척추병증","486",NA
"90세 이상","4","K05","치은염(잇몸염)및 치주 질환","334",NA
"90세 이상","5","E11","인슐린-비의존 당뇨병","234",NA
"90세 이상","6","F00","알츠하이머병에서의 치매(G30.-+)","234",NA
"90세 이상","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","202",NA
"90세 이상","8","H04","눈물기관의 장애","193",NA
"90세 이상","9","M19","연기, 불 및 화염에 노출","130",NA
"90세 이상","10","K59","기타 기능적 창자 장애","99",NA
"90세 이상","11","I63","뇌경색증","97",NA
"90세 이상","12","H90","전음성 및 감각신경성 청력소실","93",NA
"90세 이상","13","C61","전립선의 악성 신생물","85",NA
"90세 이상","14","M17","윤충증","83",NA
"90세 이상","15","N31","달리 분류되지 않은 방광의 신경근육기능장애","78",NA
"90세 이상","16","K29","위염 및 십이지장염","72",NA
"90세 이상","17","R42","현기 및 어지러움","68",NA
"90세 이상","18","M47","척추증","64",NA
"90세 이상","19","I67","기타 대뇌혈관 질환","63",NA
"90세 이상","20","L24","자극성 접촉피부염","61",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","4643",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","601",NA
"59세 이하","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","491",NA
"59세 이하","4","I10","본태성(일차성)고혈압","487",NA
"59세 이하","5","E11","인슐린-비의존 당뇨병","418",NA
"59세 이하","6","H04","눈물기관의 장애","268",NA
"59세 이하","7","R52","달리 분류되지 않은 통증","241",NA
"59세 이하","8","N40","전립선증식증","199",NA
"59세 이하","9","K02","치아우식증","190",NA
"59세 이하","10","G81","편마비","188",NA
"59세 이하","11","M19","연기, 불 및 화염에 노출","186",NA
"59세 이하","12","L24","자극성 접촉피부염","176",NA
"59세 이하","13","N31","달리 분류되지 않은 방광의 신경근육기능장애","168",NA
"59세 이하","14","M75","어깨병변","165",NA
"59세 이하","15","E78","지질단백질대사장애 및 기타 지질증","164",NA
"59세 이하","16","K04","치수 및 치근단주위조직의 질환","161",NA
"59세 이하","17","K29","위염 및 십이지장염","159",NA
"59세 이하","18","M54","배통","149",NA
"59세 이하","19","B35","피부사상균증","135",NA
"59세 이하","20","K21","위-식도역류병","117",NA
"60대","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2959",NA
"60대","2","I10","본태성(일차성)고혈압","1333",NA
"60대","3","N40","전립선증식증","978",NA
"60대","4","E11","인슐린-비의존 당뇨병","818",NA
"60대","5","K05","치은염(잇몸염)및 치주 질환","809",NA
"60대","6","H04","눈물기관의 장애","460",NA
"60대","7","M19","연기, 불 및 화염에 노출","441",NA
"60대","8","M54","배통","348",NA
"60대","9","H25","노인성 백내장","346",NA
"60대","10","M48","기타 척추병증","332",NA
"60대","11","R52","달리 분류되지 않은 통증","293",NA
"60대","12","E78","지질단백질대사장애 및 기타 지질증","266",NA
"60대","13","B35","피부사상균증","241",NA
"60대","14","M75","어깨병변","239",NA
"60대","15","K29","위염 및 십이지장염","233",NA
"60대","16","M51","기타 추간판장애","226",NA
"60대","17","K04","치수 및 치근단주위조직의 질환","213",NA
"60대","18","L24","자극성 접촉피부염","205",NA
"60대","19","M17","윤충증","204",NA
"60대","20","N31","달리 분류되지 않은 방광의 신경근육기능장애","169",NA
"70대","1","N40","전립선증식증","11413",NA
"70대","2","I10","본태성(일차성)고혈압","6129",NA
"70대","3","K05","치은염(잇몸염)및 치주 질환","5702",NA
"70대","4","E11","인슐린-비의존 당뇨병","4066",NA
"70대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3945",NA
"70대","6","M48","기타 척추병증","2950",NA
"70대","7","H04","눈물기관의 장애","2503",NA
"70대","8","H25","노인성 백내장","2341",NA
"70대","9","M19","연기, 불 및 화염에 노출","2151",NA
"70대","10","M54","배통","2148",NA
"70대","11","K04","치수 및 치근단주위조직의 질환","1743",NA
"70대","12","L24","자극성 접촉피부염","1680",NA
"70대","13","B35","피부사상균증","1512",NA
"70대","14","K02","치아우식증","1475",NA
"70대","15","K29","위염 및 십이지장염","1378",NA
"70대","16","I63","뇌경색증","1377",NA
"70대","17","K08","치아 및 지지구조의 기타 장애","1344",NA
"70대","18","K21","위-식도역류병","1294",NA
"70대","19","H90","전음성 및 감각신경성 청력소실","1197",NA
"70대","20","M75","어깨병변","1121",NA
"80대","1","N40","전립선증식증","2301",NA
"80대","2","I10","본태성(일차성)고혈압","1558",NA
"80대","3","E11","인슐린-비의존 당뇨병","911",NA
"80대","4","K05","치은염(잇몸염)및 치주 질환","878",NA
"80대","5","M48","기타 척추병증","817",NA
"80대","6","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","588",NA
"80대","7","H04","눈물기관의 장애","539",NA
"80대","8","I63","뇌경색증","499",NA
"80대","9","F00","알츠하이머병에서의 치매(G30.-+)","499",NA
"80대","10","M19","연기, 불 및 화염에 노출","372",NA
"80대","11","N31","달리 분류되지 않은 방광의 신경근육기능장애","371",NA
"80대","12","H90","전음성 및 감각신경성 청력소실","365",NA
"80대","13","L24","자극성 접촉피부염","345",NA
"80대","14","H25","노인성 백내장","334",NA
"80대","15","M54","배통","286",NA
"80대","16","M17","윤충증","269",NA
"80대","17","K59","기타 기능적 창자 장애","256",NA
"80대","18","J21","급성 세기관지염","241",NA
"80대","19","I20","협심증","236",NA
"80대","20","R52","달리 분류되지 않은 통증","221",NA
"90세 이상","1","N40","전립선증식증","1334",NA
"90세 이상","2","I10","본태성(일차성)고혈압","951",NA
"90세 이상","3","E11","인슐린-비의존 당뇨병","334",NA
"90세 이상","4","F00","알츠하이머병에서의 치매(G30.-+)","320",NA
"90세 이상","5","M48","기타 척추병증","298",NA
"90세 이상","6","K05","치은염(잇몸염)및 치주 질환","285",NA
"90세 이상","7","H04","눈물기관의 장애","263",NA
"90세 이상","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","152",NA
"90세 이상","9","M19","연기, 불 및 화염에 노출","139",NA
"90세 이상","10","I63","뇌경색증","134",NA
"90세 이상","11","H90","전음성 및 감각신경성 청력소실","129",NA
"90세 이상","12","N31","달리 분류되지 않은 방광의 신경근육기능장애","117",NA
"90세 이상","13","L24","자극성 접촉피부염","111",NA
"90세 이상","14","K59","기타 기능적 창자 장애","101",NA
"90세 이상","15","J21","급성 세기관지염","94",NA
"90세 이상","16","K04","치수 및 치근단주위조직의 질환","89",NA
"90세 이상","17","R52","달리 분류되지 않은 통증","89",NA
"90세 이상","18","C61","전립선의 악성 신생물","87",NA
"90세 이상","19","H25","노인성 백내장","84",NA
"90세 이상","20","K29","위염 및 십이지장염","83",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2008",NA
"59세 이하","2","U07","U07의 응급사용","1050",NA
"59세 이하","3","M54","배통","689",NA
"59세 이하","4","K05","치은염(잇몸염)및 치주 질환","494",NA
"59세 이하","5","I10","본태성(일차성)고혈압","423",NA
"59세 이하","6","E11","인슐린-비의존 당뇨병","422",NA
"59세 이하","7","M51","기타 추간판장애","416",NA
"59세 이하","8","M75","어깨병변","362",NA
"59세 이하","9","M50","목뼈원판 장애","360",NA
"59세 이하","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","331",NA
"59세 이하","11","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","276",NA
"59세 이하","12","N31","달리 분류되지 않은 방광의 신경근육기능장애","222",NA
"59세 이하","13","G71","근육의 일차성 장애","222",NA
"59세 이하","14","M17","윤충증","214",NA
"59세 이하","15","N40","전립선증식증","191",NA
"59세 이하","16","G81","편마비","190",NA
"59세 이하","17","E78","지질단백질대사장애 및 기타 지질증","182",NA
"59세 이하","18","B35","피부사상균증","142",NA
"59세 이하","19","H04","눈물기관의 장애","137",NA
"59세 이하","20","K29","위염 및 십이지장염","133",NA
"60대","1","U07","U07의 응급사용","2349",NA
"60대","2","M54","배통","1478",NA
"60대","3","I10","본태성(일차성)고혈압","1313",NA
"60대","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1189",NA
"60대","5","N40","전립선증식증","1091",NA
"60대","6","E11","인슐린-비의존 당뇨병","795",NA
"60대","7","K05","치은염(잇몸염)및 치주 질환","715",NA
"60대","8","M75","어깨병변","595",NA
"60대","9","M51","기타 추간판장애","587",NA
"60대","10","M17","윤충증","467",NA
"60대","11","M48","기타 척추병증","419",NA
"60대","12","E78","지질단백질대사장애 및 기타 지질증","317",NA
"60대","13","M50","목뼈원판 장애","309",NA
"60대","14","H04","눈물기관의 장애","291",NA
"60대","15","I63","뇌경색증","265",NA
"60대","16","M19","연기, 불 및 화염에 노출","257",NA
"60대","17","B35","피부사상균증","252",NA
"60대","18","M81","병적골절이 없는 골다공증","195",NA
"60대","19","R52","달리 분류되지 않은 통증","187",NA
"60대","20","K29","위염 및 십이지장염","181",NA
"70대","1","N40","전립선증식증","12506",NA
"70대","2","I10","본태성(일차성)고혈압","6266",NA
"70대","3","M54","배통","5693",NA
"70대","4","K05","치은염(잇몸염)및 치주 질환","4839",NA
"70대","5","E11","인슐린-비의존 당뇨병","4035",NA
"70대","6","M48","기타 척추병증","3722",NA
"70대","7","M17","윤충증","2944",NA
"70대","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2552",NA
"70대","9","M75","어깨병변","2284",NA
"70대","10","M51","기타 추간판장애","1973",NA
"70대","11","K04","치수 및 치근단주위조직의 질환","1842",NA
"70대","12","M19","연기, 불 및 화염에 노출","1737",NA
"70대","13","U07","U07의 응급사용","1680",NA
"70대","14","B35","피부사상균증","1673",NA
"70대","15","H04","눈물기관의 장애","1657",NA
"70대","16","G81","편마비","1615",NA
"70대","17","I63","뇌경색증","1377",NA
"70대","18","L24","자극성 접촉피부염","1329",NA
"70대","19","H90","전음성 및 감각신경성 청력소실","1280",NA
"70대","20","K29","위염 및 십이지장염","1236",NA
"80대","1","N40","전립선증식증","3073",NA
"80대","2","I10","본태성(일차성)고혈압","1711",NA
"80대","3","K05","치은염(잇몸염)및 치주 질환","1171",NA
"80대","4","E11","인슐린-비의존 당뇨병","1055",NA
"80대","5","M54","배통","1030",NA
"80대","6","M48","기타 척추병증","954",NA
"80대","7","U07","U07의 응급사용","813",NA
"80대","8","I63","뇌경색증","785",NA
"80대","9","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","500",NA
"80대","10","F00","알츠하이머병에서의 치매(G30.-+)","475",NA
"80대","11","M17","윤충증","465",NA
"80대","12","H90","전음성 및 감각신경성 청력소실","423",NA
"80대","13","H04","눈물기관의 장애","406",NA
"80대","14","N31","달리 분류되지 않은 방광의 신경근육기능장애","394",NA
"80대","15","L24","자극성 접촉피부염","387",NA
"80대","16","M19","연기, 불 및 화염에 노출","345",NA
"80대","17","M75","어깨병변","339",NA
"80대","18","K04","치수 및 치근단주위조직의 질환","329",NA
"80대","19","B35","피부사상균증","295",NA
"80대","20","K29","위염 및 십이지장염","280",NA
"90세 이상","1","N40","전립선증식증","1514",NA
"90세 이상","2","I10","본태성(일차성)고혈압","985",NA
"90세 이상","3","M54","배통","419",NA
"90세 이상","4","M48","기타 척추병증","383",NA
"90세 이상","5","K05","치은염(잇몸염)및 치주 질환","366",NA
"90세 이상","6","F00","알츠하이머병에서의 치매(G30.-+)","337",NA
"90세 이상","7","E11","인슐린-비의존 당뇨병","316",NA
"90세 이상","8","N31","달리 분류되지 않은 방광의 신경근육기능장애","240",NA
"90세 이상","9","H04","눈물기관의 장애","215",NA
"90세 이상","10","I63","뇌경색증","193",NA
"90세 이상","11","K59","기타 기능적 창자 장애","156",NA
"90세 이상","12","M75","어깨병변","155",NA
"90세 이상","13","H90","전음성 및 감각신경성 청력소실","145",NA
"90세 이상","14","M19","연기, 불 및 화염에 노출","136",NA
"90세 이상","15","M51","기타 추간판장애","136",NA
"90세 이상","16","M17","윤충증","134",NA
"90세 이상","17","L24","자극성 접촉피부염","133",NA
"90세 이상","18","U07","U07의 응급사용","130",NA
"90세 이상","19","K64","치핵 및 항문주위정맥혈전증","129",NA
"90세 이상","20","K08","치아 및 지지구조의 기타 장애","129",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1957",NA
"59세 이하","2","M75","어깨병변","1008",NA
"59세 이하","3","M54","배통","838",NA
"59세 이하","4","M50","목뼈원판 장애","497",NA
"59세 이하","5","E11","인슐린-비의존 당뇨병","456",NA
"59세 이하","6","I10","본태성(일차성)고혈압","432",NA
"59세 이하","7","K05","치은염(잇몸염)및 치주 질환","400",NA
"59세 이하","8","M17","윤충증","391",NA
"59세 이하","9","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","365",NA
"59세 이하","10","M77","기타 골부착부병증","331",NA
"59세 이하","11","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","316",NA
"59세 이하","12","M51","기타 추간판장애","294",NA
"59세 이하","13","N31","달리 분류되지 않은 방광의 신경근육기능장애","274",NA
"59세 이하","14","G71","근육의 일차성 장애","220",NA
"59세 이하","15","E78","지질단백질대사장애 및 기타 지질증","201",NA
"59세 이하","16","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","197",NA
"59세 이하","17","S06","머리내 손상","173",NA
"59세 이하","18","B35","피부사상균증","168",NA
"59세 이하","19","N40","전립선증식증","166",NA
"59세 이하","20","H04","눈물기관의 장애","146",NA
"60대","1","M54","배통","1660",NA
"60대","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1614",NA
"60대","3","I10","본태성(일차성)고혈압","1226",NA
"60대","4","M75","어깨병변","1110",NA
"60대","5","N40","전립선증식증","1068",NA
"60대","6","E11","인슐린-비의존 당뇨병","826",NA
"60대","7","M17","윤충증","817",NA
"60대","8","K05","치은염(잇몸염)및 치주 질환","564",NA
"60대","9","I63","뇌경색증","530",NA
"60대","10","E78","지질단백질대사장애 및 기타 지질증","363",NA
"60대","11","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","343",NA
"60대","12","M51","기타 추간판장애","309",NA
"60대","13","M50","목뼈원판 장애","291",NA
"60대","14","M48","기타 척추병증","283",NA
"60대","15","B35","피부사상균증","269",NA
"60대","16","M81","병적골절이 없는 골다공증","230",NA
"60대","17","G81","편마비","225",NA
"60대","18","H04","눈물기관의 장애","224",NA
"60대","19","S73","엉덩관절의 관절 및 인대의 탈구, 염좌 및 긴장","209",NA
"60대","20","K29","위염 및 십이지장염","208",NA
"70대","1","N40","전립선증식증","11430",NA
"70대","2","M54","배통","7410",NA
"70대","3","I10","본태성(일차성)고혈압","5612",NA
"70대","4","E11","인슐린-비의존 당뇨병","4351",NA
"70대","5","M17","윤충증","4184",NA
"70대","6","M75","어깨병변","3713",NA
"70대","7","K05","치은염(잇몸염)및 치주 질환","3277",NA
"70대","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3175",NA
"70대","9","M48","기타 척추병증","3004",NA
"70대","10","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","2053",NA
"70대","11","M50","목뼈원판 장애","1880",NA
"70대","12","H25","노인성 백내장","1869",NA
"70대","13","B35","피부사상균증","1567",NA
"70대","14","H90","전음성 및 감각신경성 청력소실","1397",NA
"70대","15","L23","알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear)","1378",NA
"70대","16","G81","편마비","1352",NA
"70대","17","K04","치수 및 치근단주위조직의 질환","1294",NA
"70대","18","H04","눈물기관의 장애","1277",NA
"70대","19","M19","연기, 불 및 화염에 노출","1171",NA
"70대","20","I63","뇌경색증","1155",NA
"80대","1","N40","전립선증식증","4315",NA
"80대","2","M54","배통","2515",NA
"80대","3","I10","본태성(일차성)고혈압","2068",NA
"80대","4","E11","인슐린-비의존 당뇨병","1461",NA
"80대","5","M17","윤충증","1438",NA
"80대","6","M48","기타 척추병증","1127",NA
"80대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1022",NA
"80대","8","K05","치은염(잇몸염)및 치주 질환","999",NA
"80대","9","M75","어깨병변","989",NA
"80대","10","I63","뇌경색증","907",NA
"80대","11","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","788",NA
"80대","12","F00","알츠하이머병에서의 치매(G30.-+)","678",NA
"80대","13","H90","전음성 및 감각신경성 청력소실","628",NA
"80대","14","M50","목뼈원판 장애","516",NA
"80대","15","B35","피부사상균증","492",NA
"80대","16","G81","편마비","491",NA
"80대","17","H25","노인성 백내장","449",NA
"80대","18","L23","알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear)","448",NA
"80대","19","M19","연기, 불 및 화염에 노출","445",NA
"80대","20","H04","눈물기관의 장애","444",NA
"90세 이상","1","N40","전립선증식증","1572",NA
"90세 이상","2","M54","배통","880",NA
"90세 이상","3","I10","본태성(일차성)고혈압","840",NA
"90세 이상","4","F00","알츠하이머병에서의 치매(G30.-+)","432",NA
"90세 이상","5","E11","인슐린-비의존 당뇨병","395",NA
"90세 이상","6","M51","기타 추간판장애","376",NA
"90세 이상","7","K05","치은염(잇몸염)및 치주 질환","348",NA
"90세 이상","8","M75","어깨병변","337",NA
"90세 이상","9","M48","기타 척추병증","323",NA
"90세 이상","10","I63","뇌경색증","260",NA
"90세 이상","11","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","237",NA
"90세 이상","12","N31","달리 분류되지 않은 방광의 신경근육기능장애","198",NA
"90세 이상","13","R26","보행과 이동의 이상","197",NA
"90세 이상","14","H90","전음성 및 감각신경성 청력소실","196",NA
"90세 이상","15","M17","윤충증","182",NA
"90세 이상","16","H04","눈물기관의 장애","170",NA
"90세 이상","17","M19","연기, 불 및 화염에 노출","162",NA
"90세 이상","18","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","151",NA
"90세 이상","19","C61","전립선의 악성 신생물","148",NA
"90세 이상","20","K59","기타 기능적 창자 장애","144",NA
