"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항","최종변경일"
"311","[행위]자기공명영상진단료(MRI)","두경부-안와","MRI 안와 Orbit　촬영+판독 [테슬라3.0이상+품질관리적합]","HI105+HJ105+HB021","RMHI10501+RMHJ105","441800","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"312","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI206+HJ206+HB021","RMHI20601+RMHJ206","585940","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"313","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone /촬영+판독/조영제 사용[테슬라1.5-3.0미만+품질관리적합]","HI206+HJ206+HB021","RMHI206+RMHJ206","553060","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"314","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone 촬영+판독 [테슬라3.0이상+품질관리적합]","HI106+HJ106+HB021","RMHI10601+RMHJ106","441800","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"315","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI106+HIJ06+HB021","RMHI106+RMHJ106","417050","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"316","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI 측두하악관절 TM-Joint /촬영료+판독/조영제 사용[테슬라3.0이상+품질관리적합]","HI207+HJ207+HB021","RMHI20701+RMHJ207","585940","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"317","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI 측두하악관절 TM-Joint　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI107+HJ107+HB021","RMHI107+RMHJ107","417050","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"318","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI 측두하악관절 TM-Joint　촬영+판독[테슬라3.0이상+품질관리적합]","HI107+HJ107+HB021","RMHI10701+RMHJ107","441800","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"319","[행위]자기공명영상진단료(MRI)","복부-간","MRI　Liver 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI232+HJ232+HB021","RMHI232+RMHJ232","553020","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"320","[행위]자기공명영상진단료(MRI)","복부-간","MRI　Liver 조영제사용 [테슬라3.0이상+품질관리적합]","HI232+HJ232+HB021","RMHI23201+RMHJ232","585900","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"321","[행위]자기공명영상진단료(MRI)","척추","MRI 경추 [테슬라 1.5이상-3.0미만+품질관리적합]","HI109+HJ109+HB021","RMHI109+RMHJ109","394900","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"322","[행위]자기공명영상진단료(MRI)","척추","MRI 경추 [테슬라 3.0이상+품질관리적합]","HI109+HJ109+HB021","RMHI10901+RMHJ109","418330","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"323","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI209+HJ209+HB021","RMHI209+RMHJ209","523510","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"324","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/조영제사용 [테슬라 3.0이상+품질관리적합]","HI209+HJ209+HB021","RMHI20901+RMHJ209","554630","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"325","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/제한적 [테슬라 1.5이상-3.0미만+품질관리적합]","HI409+HJ409+HB021","RMHI409+RMHJ409","212560","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"326","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/제한적 [테슬라 3.0이상+품질관리적합]","HI409+HJ409+HB021","RMHI40901+RMHJ409","225090","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"327","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추 [테슬라 3.0이상+품질관리적합]","HI110+HJ110+HB021","RMHI11001+RMHJ110","418330","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"328","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추 [테슬라 1.5이상-3.0미만+품질관리적합]","HI110+HJ110+HB021","RMHI110+RMHJ110","394900","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"329","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI220+HJ220+HB021","RMHI210+RMHI210","687970","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"330","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/조영제사용 [테슬라 3.0이상+품질관리적합]","HI210+HJ210+HB021","RMHI21001+RMHJ210","554630","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"331","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/제한적 [테슬라 1.5이상-3.0미만+품질관리적합]","HI410+HJ410+HB021","RMHI410+RMHJ410","212560","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"332","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/제한적 [테슬라 3.0이상+품질관리적합]","HI410+HJ410+HB021","RMHI41001+RMHJ410","225090","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"333","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추 [테슬라 1.5이상-3.0미만+품질관리적합]","HI111+HJ111+HB021","RMHI111+RMHJ111","394900","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"334","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추 [테슬라 3.0이상+품질관리적합]","HI111+HJ111+HB021","RMHI11101+RMHJ111","418330","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"335","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI211+HJ211+HB021","RMHI211+RMHJ211","523510","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"336","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/조영제사용 [테슬라 3.0이상+품질관리적합]","HI211+HJ211+HB021","RMHI21101+RMHJ211","554630","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"337","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/제한적 [테슬라 1.5이상-3.0미만+품질관리적합]","HI411+HJ411+HB021","RMHI411+RMHJ411","212560","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"338","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/제한적 [테슬라 3.0이상+품질관리적합]","HI411+HJ411+HB021","RMHI41101+RMHJ411","225090","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"339","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추+요천추 동시/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI210+HJ210+HI111등","RMHI210+RMHJ210+RMHI111+RMHJ111","719245","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"340","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추+요천추 동시/조영제사용 [테슬라 3.0이상+품질관리적합]","HI210+HJ210+HI111등","RMHI21001+RMHJ210+RMHI11101+RMHJ111","762080","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"341","[행위]자기공명영상진단료(MRI)","척추","맥동파순서열 추가촬영 1개(척추 MRI)","HH001","RMHH001","66910","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"342","[행위]자기공명영상진단료(MRI)","척추","맥동파순서열 추가촬영 2개(척추 MRI)","HH002","RMHH002","133840","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"343","[행위]자기공명영상진단료(MRI)","척추","맥동파순서열 추가촬영 3개(척추MRI)","HH003","RMHH003","167300","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"344","[행위]자기공명영상진단료(MRI)","척추","MRI 척추강/일반 [테슬라 3.0이상+품질관리적합]","HI112+HJ112+HB021","RMHI11201+RMHJ112","418330","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"345","[행위]자기공명영상진단료(MRI)","척추","MRI 척추강/일반 [테슬라 1.5이상-3.0미만+품질관리적합]","HI112+HJ112+HB021","RMHI112+RMHJ112","394900","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함","2023-01-01"
"346","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI측두하악관절 TM-Joint /촬영+판독/조영제사용[테슬라1.5-3.0미만+품질관리적합]","HI207+HJ207+HB021","RMHI207+RMHJ207","553060","","","X","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"347","[행위]자기공명영상진단료(MRI)","근골격계-견관절","견관절-일반","HE115","RMHE11501R/RMHE11501L","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"348","[행위]자기공명영상진단료(MRI)","근골격계-견관절","견관절-조영제 주입 전/후 촬영판독","HE215","RMHE21501L-R/RMHE14202-11","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"349","[행위]자기공명영상진단료(MRI)","근골격계-고관절","고관절-일반","HE118","RMHE11801B/RMHE11801L-R","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"350","[행위]자기공명영상진단료(MRI)","근골격계-고관절","고관절-조영제 주입 전/후 촬영판독","HE218","RMHE21801B-RMHE218L-R","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"351","[행위]자기공명영상진단료(MRI)","MRI-특수검사","관류 [3차원자기공명영상 포함]","HF102+HB021","RMHF102","364130","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"352","[행위]자기공명영상진단료(MRI)","MRI-특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202+HB021","RMHF202","206890","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"353","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 상지","관절외 상지-일반","HE122","RMHE12201-RMHE12204","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"354","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 상지","관절외 상지-조영제 주입 전/후 촬영판독","HE222","RMHE22201-RMHE22204","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"355","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 하지","관절외 하지-일반","HE123","RMHE12301-RMHE12304","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"356","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 하지","관절외 하지-조영제 주입 전/후 촬영판독","HE223","RMHE22301-RMHE22304","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"357","[행위]자기공명영상진단료(MRI)","MRI-특수검사","기능적 [3차원자기공명영상 포함]","HF107+HB021","RMHF107","610870","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"358","[행위]자기공명영상진단료(MRI)","근골격계-슬관절","무릎관절-일반","HE120","RMHE12001L/RMHE12001R","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"359","[행위]자기공명영상진단료(MRI)","근골격계-슬관절","무릎관절-조영제 주입 전/후 촬영판독","HE220","RMHE22001L/RMHE22001R","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"360","[행위]자기공명영상진단료(MRI)","근골격계-발목관절","발목관절-일반","HE121","RMHE12101","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"361","[행위]자기공명영상진단료(MRI)","근골격계-발목관절","발목관절-조영제 주입 전/후 촬영판독","HE221","RMHE22101","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"362","[행위]자기공명영상진단료(MRI)","MRI-특수검사","분광영상","HF103+HB021","RMHF103","239850","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"363","[행위]자기공명영상진단료(MRI)","MRI-특수검사","분광영상-기본검사 동시","HF203+HB021","RMHF203","143080","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함","2023-01-01"
"364","[행위]자기공명영상진단료(MRI)","혈관-사지혈관","사지혈관-일반","HE139","RMHE13901","400000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"365","[행위]자기공명영상진단료(MRI)","MRI-특수검사","사지혈관-조영제 주입 전/후 촬영판독","HE239","RMHE11501L","400000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"366","[행위]자기공명영상진단료(MRI)","근골격계-수관절","손목관절-일반","HE117","RMHE21701","470000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"367","[행위]자기공명영상진단료(MRI)","근골격계-수관절","손목관절-조영제 주입 전/후 촬영판독","HE217","RMHE12001L/RMHE12001R","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여","2020-01-31"
