"구분","코드","명 ","국비","사비","계"
"질병","K036"," 치아의 침착물[증식유착] ","3","1","4"
"질병","K0462"," 구강으로 연결된 동 ","1","","1"
"질병","K047"," 동이 없는 근단주위농양 ","1","2","3"
"질병","K0480"," 근단 및 외측의 치아뿌리낭 ","1","","1"
"질병","K0489"," 상세불명의 치아뿌리낭 ","1","","1"
"질병","K0510"," 만성 단순 변연부 치은염 ","1","","1"
"질병","K0519"," 상세불명의 만성 치은염 ","1","2","3"
"질병","K0520"," 동이 없는 잇몸 기원의 치주농양 ","","1","1"
"질병","K0521"," 동이 있는 잇몸 기원의 치주농양 ","2","1","3"
"질병","K0528"," 기타 명시된 급성 치주염 ","1","","1"
"질병","K0529"," 상세불명의 급성 치주염 ","1","","1"
"질병","K053"," 만성 치주염 ","","1","1"
"질병","K0539"," 상세불명의 만성 치주염 ","38","22","60"
"질병","K055"," 기타 치주질환 ","2","","2"
"질병","K056"," 상세불명의 치주질환 ","5","4","9"
"질병","K0600"," 국소적 치은퇴축 ","1","","1"
"질병","K0609"," 상세불명의 치은퇴축 ","1","","1"
"질병","K0619"," 상세불명의 치은비대 ","1","","1"
"질병","K068"," 잇몸 및 무치성 치조융기의 기타 명시된 장애 ","1","1","2"
"질병","K0763"," 달리 분류되지 않은 턱관절의 통증 ","1","1","2"
"질병","K0766"," 저작근장애 ","","1","1"
"질병","K0769"," 상세불명의 턱관절장애 ","3","","3"
"질병","K081"," 사고, 추출 또는 국한성 치주병에 의한 치아상실 ","60","20","80"
"질병","K083"," 잔류치근 ","9","3","12"
"질병","K0880"," 치통 NOS ","5","2","7"
"질병","K0888"," 치아 및 지지구조의 기타 명시된 장애 ","2","2","4"
"질병","K089"," 치아 및 지지구조의 상세불명 장애 ","3","4","7"
"질병","K090"," 발달성 치원성 낭 ","","1","1"
"질병","K091"," 구강영역의 발달성 (비치원성) 낭 ","1","","1"
"질병","K100"," 턱의 발달장애 ","","1","1"
"질병","K102"," 턱의 염증성 병태 ","","2","2"
"질병","K1120"," 급성 타액선염 ","2","3","5"
"질병","K1129"," 상세불명의 타액선염 ","2","","2"
"질병","K113"," 침샘의 농양 ","","2","2"
"질병","K114"," 침샘의 누공 ","1","1","2"
"질병","K117"," 침분비의 장애 ","3","2","5"
"질병","K118"," 침샘의 기타 질환 ","2","1","3"
"질병","K120"," 재발성 구강 아프타 ","2","4","6"
"질병","K121"," 구내염의 기타 형태 ","7","7","14"
"질병","K122"," 입의 연조직염 및 농양 ","3","","3"
"질병","K123"," 구강점막염(궤양성) ","4","2","6"
"질병","K130"," 입술의 질환 ","3","","3"
"질병","K132"," 혀를 포함하는 구강상피의 백반 및 기타 장애 ","3","1","4"
"질병","K137"," 구강점막의 기타 및 상세불명의 병변 ","1","4","5"
"질병","K140"," 설염 ","1","4","5"
"질병","K145"," 주름잡힌 혀 ","1","3","4"
"질병","K148"," 혀의 기타 질환 ","1","1","2"
"질병","K208"," 기타 및 상세불명 식도염 ","7","7","14"
"질병","K210"," 식도염을 동반한 위-식도역류병 ","75","61","136"
"질병","K219"," 식도염을 동반하지 않은 위-식도역류병 ","46","28","74"
"질병","K220"," 분문의 이완불능증 ","","1","1"
"질병","K2210"," 출혈을 동반하지 않은 식도의 궤양 ","12","5","17"
"질병","K2211"," 출혈을 동반한 식도의 궤양 ","11","","11"
"질병","K222"," 식도폐색 ","4","1","5"
"질병","K225"," 후천성 식도게실 ","2","2","4"
"질병","K226"," 위-식도열상-출혈증후군 ","3","1","4"
"질병","K227"," 바렛식도 ","3","","3"
"질병","K228"," 식도의 기타 명시된 질환 ","5","","5"
"질병","K2500"," 출혈이 있는 급성 위미란 ","2","1","3"
"질병","K2501"," 출혈이 있는 급성 위궤양 ","6","10","16"
"질병","K2511"," 천공이 있는 급성 위궤양 ","1","","1"
"질병","K2521"," 출혈 및 천공이 모두 있는 급성 위궤양 ","1","","1"
"질병","K2530"," 출혈 또는 천공이 없는 급성 위미란 ","1","","1"
"질병","K2531"," 출혈 또는 천공이 없는 급성 위궤양 ","1","","1"
"질병","K2540"," 출혈이 있는 만성 또는 상세불명 위미란 ","","1","1"
"질병","K2541"," 출혈이 있는 만성 또는 상세불명 위궤양 ","18","10","28"
"질병","K2570"," 출혈 또는 천공이 없는 만성 위미란 ","6","2","8"
"질병","K2571"," 출혈 또는 천공이없는 만성 위궤양 ","4","4","8"
"질병","K2590"," 출혈 또는 천공이 없는 급성인지  만성인지 상세불명인 위미란 ","27","20","47"
"질병","K2591"," 출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양 ","38","13","51"
"질병","K26"," 십이지장궤양 ","1","","1"
"질병","K260"," 출혈이 있는 급성 십이지장궤양 ","1","1","2"
"질병","K261"," 천공이 있는 급성 십이지장궤양 ","","1","1"
"질병","K262"," 출혈 및 천공이 모두 있는 급성 십이지장궤양 ","","1","1"
"질병","K263"," 출혈 또는 천공이 없는 급성 십이지장궤양 ","2","","2"
"질병","K264"," 출혈이 있는 만성 또는 상세불명 십이지장궤양 ","11","3","14"
"질병","K267"," 출혈 또는 천공이 없는 만성 십이지장궤양 ","4","","4"
"질병","K269"," 출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양 ","9","13","22"
"질병","K274"," 출혈이 있는 만성 또는 상세불명 부위의 소화성 궤양 ","4","1","5"
"질병","K275"," 천공이 있는 만성 또는 상세불명 부위의 소화성 궤양 ","1","","1"
"질병","K279"," 출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 상세불명 부위의 소화성 궤양 ","1","","1"
"질병","K289"," 출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위공장궤양 ","","1","1"
"질병","K290"," 급성 출혈성 위염 ","11","3","14"
"질병","K291"," 기타 급성 위염 ","6","7","13"
"질병","K293"," 만성 표재성 위염 ","20","12","32"
"질병","K294"," 만성 위축성 위염 ","205","159","364"
"질병","K295"," 상세불명의 만성 위염 ","79","53","132"
"질병","K296"," 기타 위염 ","38","27","65"
"질병","K297"," 상세불명의 위염 ","2","6","8"
"질병","K298"," 십이지장염 ","21","12","33"
"질병","K299"," 상세불명의 위십이지장염 ","1","3","4"
"질병","K30"," 기능성 소화불량 ","10","9","19"
"질병","K311"," 성인 비대성 유문협착 ","3","1","4"
"질병","K314"," 위게실 ","","1","1"
"질병","K315"," 십이지장의 폐색 ","1","2","3"
"질병","K316"," 위 및 십이지장의 누공 ","","1","1"
"질병","K317"," 위 및 십이지장의 폴립 ","21","11","32"
"질병","K3180"," 출혈을 동반하지 않은 위 및 십이지장의 혈관형성이상 ","2","","2"
"질병","K3181"," 출혈을 동반한 위 및 십이지장의 혈관형성이상 ","3","1","4"
"질병","K3188"," 위 및 십이지장의 기타 명시된 질환 ","4","4","8"
"질병","K352"," 범복막염을 동반한 급성 충수염 ","3","3","6"
"질병","K353"," 국소복막염을 동반한 급성 충수염 ","20","29","49"
"질병","K358"," 기타 및 상세불명의 급성 충수염 ","5","7","12"
"질병","K36"," 기타 충수염 ","2","3","5"
"질병","K380"," 충수의 증식증 ","1","4","5"
"질병","K381"," 충수결석 ","1","","1"
"질병","K388"," 충수의 기타 명시된 질환 ","7","10","17"
"질병","K4020"," 재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 양쪽 사타구니탈장 ","15","10","25"
"질병","K4021"," 재발성, 폐색 또는 괴저가 없는 양쪽 사타구니탈장 ","1","4","5"
"질병","K4030"," 재발성으로 명시되어 있지 않은, 폐색은 있지만 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장 ","","1","1"
"질병","K4090"," 재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장 ","106","94","200"
"질병","K4091"," 재발성, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장 ","2","4","6"
"질병","K410"," 폐색은 있지만 괴저가 없는 양쪽 대퇴탈장 ","1","","1"
"질병","K413"," 폐색은 있지만 괴저가 없는 한쪽 또는 상세불명의 대퇴탈장 ","","2","2"
"질병","K419"," 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 대퇴탈장 ","","2","2"
"질병","K420"," 폐색은 있지만 괴저가 없는 배꼽탈장 ","1","","1"
"질병","K429"," 폐색 또는 괴저가 없는 배꼽탈장 ","","8","8"
"질병","K432"," 폐색 또는 괴저가 없는 절개탈장 ","16","5","21"
"질병","K433"," 폐색은 있지만 괴저가 없는 결장루주위탈장 ","1","","1"
"질병","K435"," 폐색 또는 괴저가 없는 결장루주위탈장 ","2","1","3"
"질병","K439"," 폐색 또는 괴저가 없는 기타 및 상세불명의 복벽탈장 ","","1","1"
"질병","K449"," 폐색 또는 괴저가 없는 횡격막탈장 ","10","20","30"
"질병","K458"," 폐색 또는 괴저가 없는 기타 명시된 복부탈장 ","","1","1"
"질병","K460"," 폐색은 있지만 괴저가 없는 상세불명의 복부탈장 ","","1","1"
"질병","K469"," 폐색 또는 괴저가 없는 상세불명의 복부탈장 ","1","1","2"
"질병","K5002"," 소장의 크론병, 중증 ","1","","1"
"질병","K5019"," 대장의 크론병, 상세불명 ","1","","1"
"질병","K5099"," 상세불명의 크론병, 상세불명 ","1","","1"
"질병","K510"," 궤양성 (만성) 범결장염 ","","1","1"
"질병","K512"," 궤양성 (만성) 직장염 ","1","","1"
"질병","K514"," 염증성 폴립 ","10","10","20"
"질병","K518"," 기타 궤양성 대장염 ","","1","1"
"질병","K519"," 상세불명의 궤양성 대장염 ","","3","3"
"질병","K520"," 방사선에 의한 위장염 및 결장염 ","3","","3"
"질병","K521"," 독성 위장염 및 결장염 ","11","2","13"
"질병","K528"," 기타 명시된 비감염성 위장염 및 결장염 ","10","2","12"
"질병","K529"," 상세불명의 비감염성 위장염 및 결장염 ","26","32","58"
"질병","K550"," 장의 급성 혈관장애 ","22","15","37"
"질병","K551"," 장의 만성 혈관장애 ","2","2","4"
"질병","K5520"," 출혈을 동반하지 않은 결장의 혈관형성이상 ","2","2","4"
"질병","K559"," 장의 상세불명의 혈관장애 ","4","4","8"
"질병","K560"," 마비성 장폐색증 ","26","9","35"
"질병","K562"," 장염전 ","4","1","5"
"질병","K564"," 장의 기타 감입 ","1","","1"
"질병","K565"," 폐색을 동반한 장유착[띠] ","18","7","25"
"질병","K566"," 기타 및 상세불명의 장폐색 ","15","8","23"
"질병","K567"," 상세불명의 장폐색증 ","25","22","47"
"질병","K5702"," 출혈을 동반하지 않은 천공 및 농양이 있는 소장의 게실병, 게실염 ","","1","1"
"질병","K5710"," 출혈을 동반하지 않은 천공 또는 농양이 없는 소장의 게실병, 게실증 ","4","3","7"
"질병","K5712"," 출혈을 동반하지 않은 천공 또는 농양이 없는 소장의 게실병, 게실염 ","1","1","2"
"질병","K5722"," 출혈을 동반하지 않은 천공 및 농양이 있는 대장의 게실병, 게실염 ","2","6","8"
"질병","K5723"," 출혈을 동반한 천공 및 농양이 있는 대장의 게실병, 게실염 ","","1","1"
"질병","K5730"," 출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실증 ","13","23","36"
"질병","K5731"," 출혈을 동반한 천공 또는 농양이 없는 대장의 게실병, 게실증 ","2","2","4"
"질병","K5732"," 출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실염 ","9","8","17"
"질병","K5790"," 출혈을 동반하지 않은 천공 또는 농양이 없는 상세불명 부분의 장의 게실병, 게실증 ","2","2","4"
"질병","K5791"," 출혈을 동반한 천공 또는 농양이 없는 상세불명 부분의 장의 게실병, 게실증 ","2","","2"
"질병","K5792"," 출혈을 동반하지 않은 천공 또는 농양이 없는 상세불명 부분의 장의 게실병, 게실염 ","3","6","9"
"질병","K5793"," 출혈을 동반한 천공 또는 농양이 없는 상세불명 부분의 장의 게실병, 게실염 ","9","6","15"
"질병","K588"," 기타 및 상세불명 유형의 과민대장 증후군  ","1","","1"
"질병","K5900"," 서행성 변비 ","","1","1"
"질병","K5909"," 기타 및 상세불명 변비 ","39","33","72"
"질병","K591"," 기능성 설사 ","2","1","3"
"질병","K593"," 달리 분류되지 않은 거대결장 ","1","2","3"
"질병","K5988"," 기타 명시된 기능성 장장애 ","1","1","2"
"질병","K599"," 상세불명의 기능성 장장애 ","","2","2"
"질병","K600"," 급성 항문열창 ","","1","1"
"질병","K602"," 상세불명의 항문열창 ","1","","1"
"질병","K603"," 항문루 ","10","4","14"
"질병","K604"," 직장루 ","2","","2"
"질병","K605"," 항문직장루 ","3","3","6"
"질병","K610"," 항문농양 ","9","4","13"
"질병","K611"," 직장농양 ","3","","3"
"질병","K621"," 직장폴립 ","5","8","13"
"질병","K623"," 직장탈출 ","2","5","7"
"질병","K625"," 항문 및 직장의 출혈 ","2","","2"
"질병","K626"," 항문 및 직장의 궤양 ","11","4","15"
"질병","K627"," 방사선직장염 ","4","","4"
"질병","K628"," 항문 및 직장의 기타 명시된 질환 ","11","12","23"
"질병","K630"," 장의 농양 ","","1","1"
"질병","K631"," 장의 천공(비외상성) ","12","5","17"
"질병","K6320"," 장-피부루 ","1","1","2"
"질병","K633"," 장의 궤양 ","20","14","34"
"질병","K635"," 결장의 폴립 ","51","29","80"
"질병","K638"," 장의 기타 명시된 질환 ","3","2","5"
"질병","K639"," 장의 상세불명 질환 ","1","","1"
"질병","K640"," 1도 치핵 ","1","5","6"
"질병","K641"," 2도 치핵 ","6","4","10"
"질병","K642"," 3도 치핵 ","19","37","56"
"질병","K643"," 4도 치핵 ","2","1","3"
"질병","K644"," 잔류치핵성 쥐젖 ","1","4","5"
"질병","K648"," 기타 명시된 치핵 ","15","10","25"
"질병","K649"," 상세불명의 치핵 ","31","26","57"
"질병","K650"," 급성 복막염 ","7","6","13"
"질병","K658"," 기타 복막염 ","9","6","15"
"질병","K659"," 상세불명의 복막염 ","3","2","5"
"질병","K660"," 복막유착 ","107","50","157"
"질병","K661"," 혈복강 ","1","1","2"
"질병","K668"," 복막의 기타 명시된 장애 ","","2","2"
"질병","K700"," 알코올성 지방간 ","2","2","4"
"질병","K7010"," 복수를 동반하지 않은 알코올성 간염 ","2","","2"
"질병","K7011"," 복수를 동반한 알코올성 간염 ","2","","2"
"질병","K7030"," 복수를 동반하지 않은 알코올성 간경변증 ","40","19","59"
"질병","K7031"," 복수를 동반한 알코올성 간경변증 ","21","11","32"
"질병","K7042"," 혼수를 동반하지 않은 알코올성 간부전 ","1","","1"
"질병","K7043"," 혼수를 동반한 알코올성 간부전 ","2","","2"
"질병","K709"," 상세불명의 알코올성 간질환 ","","2","2"
"질병","K710"," 담즙정체를 동반한 독성간질환 ","2","1","3"
"질병","K712"," 급성 간염을 동반한 독성간질환 ","","2","2"
"질병","K716"," 달리 분류되지 않은 간염을 동반한 독성간질환 ","15","5","20"
"질병","K717"," 간의 섬유증 및 경변증을 동반한 독성간질환 ","1","","1"
"질병","K718"," 간의 기타 장애를 동반한 독성간질환 ","","1","1"
"질병","K719"," 상세불명의 독성간질환 ","","2","2"
"질병","K7200"," 혼수를 동반하지 않은 급성 및 아급성 간부전 ","1","1","2"
"질병","K7201"," 혼수를 동반한 급성 및 아급성 간부전 ","1","","1"
"질병","K7290"," 혼수를 동반하지 않은 상세불명의 간부전 ","24","12","36"
"질병","K7291"," 혼수를 동반한 상세불명의 간부전 ","2","1","3"
"질병","K738"," 달리 분류되지 않은 기타 만성 간염 ","3","","3"
"질병","K739"," 상세불명의 만성 간염 ","2","2","4"
"질병","K740"," 간섬유증 ","3","","3"
"질병","K7413"," 간경화증, 대상성 ","3","","3"
"질병","K7414"," 간경화증, 비대상성 ","4","","4"
"질병","K7419"," 간경화증,상세불명 ","1","1","2"
