"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항"
"954","기타","","음경 이물질 제거술 B","HZUR00502","HZUR00502","800000","","","","",""
"955","기타","","음경 이물질 제거술 C주 : flap 또는 graft를 한 경우에 산정","HZUR00503","HZUR00503","1000000","","","","",""
"956","기타","","음경바셀린종제거술 [대]","HZUR00601","HZUR00601","700000","","","","",""
"957","기타","","음경바셀린종제거술 [소]","HZUR00602","HZUR00602","400000","","","","",""
"958","기타","","음경보형물 교정술","HZUR00700","HZUR00700","800000","","","","",""
"959","기타","","음경보형물 삽입술 A주 : 굽은형 보형물","HZUR00801","HZUR00801","1000000","","","","",""
"960","기타","","음경보형물 삽입술 C주 : 팽창형(3-piece)인 경우에 산정","HZUR00803","HZUR00803","2000000","","","","",""
"961","기타","","음경주사","HZUR00900","HZUR00900","5000","","","","",""
"962","기타","","음경확대술","HZUR01001","HZUR01001","2000000","","","","",""
"963","기타","","자궁내장치 [IUD]","HZOG00800","HZOG00800","30000","","","","","재료대 별도산정"
"964","기타","","전두골성형술 [대]","HZPS04301","HZPS04301","900000","","","","",""
"965","기타","","전두골성형술 [소]","HZPS04303","HZPS04303","300000","","","","",""
"966","기타","","전두골성형술 [중]","HZPS04302","HZPS04302","500000","","","","",""
"967","기타","","전두부성형술 [대]","HZPS04401","HZPS04401","900000","","","","",""
"968","기타","","전두부성형술 [소]","HZPS04403","HZPS04403","300000","","","","",""
"969","기타","","전두부성형술 [중]","HZPS04402","HZPS04402","500000","","","","",""
"970","기타","","정관절제술 [결찰술]","HZUR01300","HZUR01300","200000","","","","","""""""""""""""피임시술인 정관절제술 또는 결찰술(자-389-1-라, R3896), 난관결찰술(자-434, R4341~R4345) 및 자궁내장치삽입술(자427, R4271)을 본인이 원하여 실시한 경우에는 비급여 대상(고시 제 2004-71호)"""""""""""""""
"971","기타","","조직확장기삽입술 [대]","HZPS04501","HZPS04501","500000","","","","",""
"972","기타","","조직확장기삽입술 [소]","HZPS04503","HZPS04503","200000","","","","",""
"973","기타","","조직확장기삽입술 [중]","HZPS04502","HZPS04502","300000","","","","",""
"974","기타","","지방이식술 [대]","HZPS04601","HZPS04601","1200000","","","","","2부위 초과 실시 시 산정"
"975","기타","","지방이식술 [소]","HZPS04603","HZPS04603","500000","","","","","2부위 미만 실시 시 산정"
"976","기타","","지방이식술 [중]","HZPS04602","HZPS04602","700000","","","","","2부위 실시 시 산정"
"977","기타","","지방흡입술 [대]","HZPS04701","HZPS04701","500000","","","","",""
"978","기타","","지방흡입술 [소]","HZPS04703","HZPS04703","200000","","","","",""
"979","기타","","지방흡입술 [중]","HZPS04702","HZPS04702","300000","","","","",""
"980","기타","","질 및 회음부 성형술 [대]","HZOG01001","HZOG01001","500000","","","","","질입구에서 Incision을 5cm이상 넣은경우 산정"
"981","기타","","질 및 회음부 성형술 [소]","HZOG01003","HZOG01003","400000","","","","","질입구에서 Incision을 3cm미만 넣은경우 산정"
"982","기타","","초음파 유도하 맘모톰","HZGT00700","HZGT00700","800000","","","","",""
"983","기타","","턱성형술 [대]","HZPS04801","HZPS04801","800000","","","","",""
"984","기타","","턱성형술 [소]","HZPS04803","HZPS04803","300000","","","","",""
"985","기타","","턱성형술 [중]","HZPS04802","HZPS04802","500000","","","","",""
"986","기타","","턱확대성형술 [대]","HZPS04901","HZPS04901","1000000","","","","",""
"987","기타","","턱확대성형술 [소]","HZPS04903","HZPS04903","500000","","","","",""
"988","기타","","턱확대성형술 [중]","HZPS04902","HZPS04902","700000","","","","",""
"989","기타","","파라핀 제거술 A","HZUR01701","HZUR01701","600000","","","","","침범범위가 proximal 인 경우 산정"
"990","기타","","파라핀 제거술 B","HZUR01702","HZUR01702","1000000","","","","","침범범위가 1/2 인 경우에 산정"
"991","기타","","파라핀 제거술 C","HZUR01703","HZUR01703","1500000","","","","","침범범위가 total 인 경우에 산정"
"992","기타","","포경수술(배면절개)","HZUR01800","HZUR01800","150000","","","","",""
"993","기타","","포경수술(환상절개)","HZUR01801","HZUR01801","200000","","","","",""
"994","기타","","피부전기소작,냉동술 [대]","HZDE02501","HZDE02501","100000","","","","","병소의 개수가 3개이상인 경우 산정"
"995","기타","","피부전기소작,냉동술 [소]","HZDE02503","HZDE02503","30000","","","","","병소의 개수가 1개 또는 크기가 1cm 이하인 경우 산정"
"996","기타","","피부전기소작,냉동술 [중]","HZDE02502","HZDE02502","50000","","","","","병소의 개수가 1개이상 3개미만인 경우 산정"
"997","기타","","피부지방이식술 [대]","HZPS05001","HZPS05001","500000","","","","",""
"998","기타","","피부지방이식술 [소]","HZPS05003","HZPS05003","200000","","","","",""
"999","기타","","피부지방이식술 [중]","HZPS05002","HZPS05002","300000","","","","",""
"1000","기타","","필러교정술","HZPS05400","HZPS05400","100000","","","","","시술범위 1㎝당 산정"
"1001","기타","","하악골성형술 [대]","HZPS05101","HZPS05101","1500000","","","","",""
"1002","기타","","하악골성형술 [소]","HZPS05102","HZPS05102","1000000","","","","",""
"1003","기타","","협골성형술 [대]","HZPS05201","HZPS05201","900000","","","","",""
"1004","기타","","협골성형술 [소]","HZPS05203","HZPS05203","300000","","","","",""
"1005","기타","","협골성형술 [중]","HZPS05202","HZPS05202","500000","","","","",""
"1006","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 전립선","QZ961","HZQZ96104","8000000","","","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1007","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 -비뇨의학과(부신.방광등)","QZ961","HZQZ96101-HZQZ96103,HZQZ96105","","5000000","9000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1008","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 위","QZ961","HZQZ96106-HZQZ96108","","9000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1009","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 대장·직장","QZ961","HZQZ96109-HZQZ96111","","9000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1010","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 간담췌","QZ961","HZQZ96112-HZQZ96114","","9000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1011","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 경구강","QZ961","HZQZ96119-HZQZ96121","","6000000","8000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1012","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 두경부","QZ961","HZQZ96122-HZQZ96125","","6000000","9000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1013","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 폐, 종격동","QZ961","HZQZ96126-HZQZ96127","","8000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1014","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술- 자궁등","QZ961","HZQZ96128-HZQZ96132","","6000000","10000000","O","","진료과별 시행부위,난이도에 따라 차등 적용"
"1015","기타","","환의 상하 한벌 (귀가용)","BZ00001","BZ00001","19690","","","","","귀가시 휴대하여 갈 경우 본인부담"
