년도,지역,순위,질병코드,상병명,실인원,진료과,코드그룹,국비비율
2019,서울,16,C77,림프절의 이차성 및 상세불명의 악성 신생물,0.6340615690168818,완화의료사업,C77,0.6340615690168818
2019,서울,16,C20,직장의 악성 신생물,0.5126582278481012,완화의료사업,C20,0.5126582278481012
2019,서울,16,D46,골수형성이상증후군,0.7313432835820896,완화의료사업,D46,0.7313432835820896
2019,서울,16,C78,호흡 및 소화기관의 이차성 악성 신생물,0.6092174747959673,완화의료사업,C78,0.6092174747959673
2019,서울,16,C49,기타 결합조직 및 연조직의 악성 신생물,0.6756756756756757,완화의료사업,C49,0.6756756756756757
2019,서울,16,C53,자궁경부의 악성 신생물,0.0,완화의료사업,C53,0.0
2019,서울,16,D47,"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",0.64,완화의료사업,D47,0.64
2019,서울,16,C17,소장의 악성 신생물,0.6666666666666666,완화의료사업,C17,0.6666666666666666
2019,서울,16,C55,자궁의 상세불명 부분의 악성 신생물,0.0,완화의료사업,C55,0.0
2019,서울,16,C64,신우를 제외한 신장의 악성 신생물,0.7,완화의료사업,C64,0.7
2019,서울,16,C92,골수성 백혈병,0.5892857142857143,완화의료사업,C92,0.5892857142857143
2019,서울,16,C45,중피종,0.5,완화의료사업,C45,0.5
2019,서울,16,C73,갑상선의 악성 신생물,0.38,완화의료사업,C73,0.38
2019,서울,16,C86,T/NK-세포림프종의 기타 명시된 형태,0.5714285714285714,완화의료사업,C86,0.5714285714285714
2019,서울,16,K75,기타 염증성 간질환,0.5342465753424658,완화의료사업,K75,0.5342465753424658
2019,서울,16,C32,후두의 악성 신생물,0.8461538461538461,완화의료사업,C32,0.8461538461538461
2019,서울,16,C85,기타 및 상세불명 유형의 비호지킨림프종,0.391304347826087,완화의료사업,C85,0.391304347826087
2019,서울,1,K40,사타구니탈장,115.01413427561837,외과,K40,0.4275618374558304
2019,서울,2,K80,담석증,109.88888888888889,외과,K80,0.5111111111111111
2019,서울,3,K64,치핵 및 항문주위정맥혈전증,38.546052631578945,외과,K64,0.4144736842105263
2019,서울,4,I83,하지의 정맥류,38.07291666666667,외과,I83,0.4479166666666667
2019,서울,5,C16,위의 악성 신생물,47.346278317152105,외과,C16,0.6148867313915858
2019,서울,6,C18,결장의 악성 신생물,49.50990099009901,외과,C18,0.6782178217821783
2019,서울,6,N18,만성 신장병,48.16103896103896,외과,N18,0.6597402597402597
2019,서울,8,K35,급성 충수염,24.81081081081081,외과,K35,0.36486486486486486
2019,서울,9,K91,달리 분류되지 않은 소화계통의 처치후 장애,40.02013422818792,외과,K91,0.5973154362416108
2019,서울,10,C22,간 및 간내 담관의 악성 신생물,47.09026128266033,외과,C22,0.7244655581947743
2019,서울,11,C20,직장의 악성 신생물,22.556962025316455,외과,C20,0.5126582278481012
2019,서울,11,K81,담낭염,20.24778761061947,외과,K81,0.46017699115044247
2019,서울,13,K56,탈장이 없는 마비성 장폐색증 및 장폐색,20.844827586206893,외과,K56,0.5344827586206896
2019,서울,14,C50,유방의 악성 신생물,1.1666666666666665,외과,C50,0.041666666666666664
2019,서울,15,K43,복벽탈장,11.925925925925926,외과,K43,0.5185185185185185
2019,서울,16,C24,담도의 기타 및 상세불명 부분의 악성 신생물,12.647727272727273,외과,C24,0.6022727272727273
2019,서울,17,D17,양성 지방종성 신생물,7.414634146341464,외과,D17,0.3902439024390244
2019,서울,18,Z43,인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람,11.428571428571429,외과,Z43,0.7142857142857143
2019,서울,18,K60,항문 및 직장부의 열창 및 누공,10.947368421052632,외과,K60,0.6842105263157895
2019,서울,20,C78,호흡 및 소화기관의 이차성 악성 신생물,8.529044647143543,외과,C78,0.6092174747959673
2019,서울,1,J18,상세불명 병원체의 폐렴,54.63345195729538,응급의학과,J18,0.5409252669039146
2019,서울,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,19.57766990291262,응급의학과,A09,0.529126213592233
2019,서울,3,J44,기타 만성 폐색성 폐질환,19.73509015256588,응급의학과,J44,0.636615811373093
2019,서울,4,J15,달리 분류되지 않은 세균성 폐렴,14.037333333333333,응급의학과,J15,0.5013333333333333
2019,서울,5,J69,고체 및 액체에 의한 폐렴,12.80466472303207,응급의학과,J69,0.5335276967930029
2019,서울,6,N39,비뇨계통의 기타 장애,10.186567164179104,응급의학과,N39,0.48507462686567165
2019,서울,7,K25,위궤양,10.266666666666666,응급의학과,K25,0.5133333333333333
2019,서울,8,N10,급성 세뇨관-간질신장염,7.846153846153847,응급의학과,N10,0.4358974358974359
2019,서울,8,N17,급성 신부전,9.638443935926775,응급의학과,N17,0.5354691075514875
2019,서울,10,K92,소화계통의 기타 질환,9.548387096774194,응급의학과,K92,0.5967741935483871
2019,서울,10,K80,담석증,8.177777777777777,응급의학과,K80,0.5111111111111111
2019,서울,12,E11,2형 당뇨병,9.225683220687628,응급의학과,E11,0.6150455480458419
2019,서울,13,E87,"수분, 전해질 및 산-염기균형의 기타 장애",7.272727272727273,응급의학과,E87,0.6060606060606061
2019,서울,14,C34,기관지 및 폐의 악성 신생물,6.520231213872832,응급의학과,C34,0.6520231213872832
2019,서울,15,N18,만성 신장병,5.937662337662338,응급의학과,N18,0.6597402597402597
2019,서울,15,K55,장의 혈관장애,5.08695652173913,응급의학과,K55,0.5652173913043478
2019,서울,17,K57,장의 게실병,3.230769230769231,응급의학과,K57,0.46153846153846156
2019,서울,17,K26,십이지장궤양,3.723404255319149,응급의학과,K26,0.5319148936170213
2019,서울,19,J45,천식,3.402439024390244,응급의학과,J45,0.5670731707317073
2019,서울,19,K52,기타 비감염성 위장염 및 결장염,2.9302325581395348,응급의학과,K52,0.4883720930232558
2019,서울,19,K56,탈장이 없는 마비성 장폐색증 및 장폐색,3.206896551724138,응급의학과,K56,0.5344827586206896
2019,서울,19,D64,기타 빈혈,2.9702970297029703,응급의학과,D64,0.49504950495049505
2019,서울,19,K83,담도의 기타 질환,3.3600000000000003,응급의학과,K83,0.56
2019,서울,1,H66,화농성 및 상세불명의 중이염,60.53631284916201,이비인후과,H66,0.48044692737430167
2019,서울,2,J32,만성 부비동염,37.65243902439024,이비인후과,J32,0.5792682926829268
2019,서울,3,J38,달리 분류되지 않은 성대 및 후두의 질환,40.40816326530612,이비인후과,J38,0.673469387755102
2019,서울,4,H90,전음성 및 감각신경성 청력소실,33.080536912751676,이비인후과,H90,0.6241610738255033
2019,서울,5,H91,기타 청력소실,21.813559322033896,이비인후과,H91,0.559322033898305
2019,서울,6,J34,코 및 비동의 기타 장애,18.906474820143885,이비인후과,J34,0.5251798561151079
2019,서울,7,C73,갑상선의 악성 신생물,12.92,이비인후과,C73,0.38
2019,서울,8,D14,중이 및 호흡계통의 양성 신생물,16.185185185185187,이비인후과,D14,0.7037037037037037
2019,서울,9,D11,주침샘의 양성 신생물,11.666666666666668,이비인후과,D11,0.5555555555555556
2019,서울,10,G51,안면신경장애,9.411764705882353,이비인후과,G51,0.47058823529411764
2019,서울,11,H81,전정기능의 장애,9.047619047619047,이비인후과,H81,0.47619047619047616
2019,서울,12,J39,상기도의 기타 질환,11.4,이비인후과,J39,0.76
2019,서울,13,C32,후두의 악성 신생물,11.0,이비인후과,C32,0.8461538461538461
2019,서울,14,D10,입 및 인두의 양성 신생물,8.0,이비인후과,D10,0.6666666666666666
2019,서울,15,C77,림프절의 이차성 및 상세불명의 악성 신생물,6.340615690168818,이비인후과,C77,0.6340615690168818
2019,서울,15,D17,양성 지방종성 신생물,3.902439024390244,이비인후과,D17,0.3902439024390244
2019,서울,17,C09,편도의 악성 신생물,5.625,이비인후과,C09,0.625
2019,서울,18,D34,갑상선의 양성 신생물,1.1428571428571428,이비인후과,D34,0.14285714285714285
2019,서울,18,J35,편도 및 아데노이드의 만성 질환,4.0,이비인후과,J35,0.5
2019,서울,18,D02,중이 및 호흡계통의 제자리암종,3.076923076923077,이비인후과,D02,0.38461538461538464
2019,서울,1,J18,상세불명 병원체의 폐렴,97.90747330960855,입원전담의학과,J18,0.5409252669039146
2019,서울,2,J69,고체 및 액체에 의한 폐렴,25.07580174927114,입원전담의학과,J69,0.5335276967930029
2019,서울,3,J15,달리 분류되지 않은 세균성 폐렴,17.546666666666667,입원전담의학과,J15,0.5013333333333333
2019,서울,4,J44,기타 만성 폐색성 폐질환,21.64493758668516,입원전담의학과,J44,0.636615811373093
2019,서울,5,C34,기관지 및 폐의 악성 신생물,19.560693641618496,입원전담의학과,C34,0.6520231213872832
2019,서울,6,K80,담석증,14.31111111111111,입원전담의학과,K80,0.5111111111111111
2019,서울,7,I50,심부전,12.706766917293232,입원전담의학과,I50,0.48872180451127817
2019,서울,8,N39,비뇨계통의 기타 장애,12.126865671641792,입원전담의학과,N39,0.48507462686567165
2019,서울,9,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,12.699029126213592,입원전담의학과,A09,0.529126213592233
2019,서울,10,N18,만성 신장병,14.514285714285714,입원전담의학과,N18,0.6597402597402597
2019,서울,11,J90,달리 분류되지 않은 흉막삼출액,9.134328358208956,입원전담의학과,J90,0.5373134328358209
2019,서울,12,N17,급성 신부전,8.5675057208238,입원전담의학과,N17,0.5354691075514875
2019,서울,13,N10,급성 세뇨관-간질신장염,5.230769230769231,입원전담의학과,N10,0.4358974358974359
2019,서울,14,K75,기타 염증성 간질환,5.876712328767123,입원전담의학과,K75,0.5342465753424658
2019,서울,15,K25,위궤양,5.133333333333333,입원전담의학과,K25,0.5133333333333333
2019,서울,16,K55,장의 혈관장애,5.08695652173913,입원전담의학과,K55,0.5652173913043478
2019,서울,16,K70,알콜성 간질환,5.221374045801526,입원전담의학과,K70,0.5801526717557252
2019,서울,16,E11,2형 당뇨병,5.535409932412577,입원전담의학과,E11,0.6150455480458419
2019,서울,16,K92,소화계통의 기타 질환,5.370967741935484,입원전담의학과,K92,0.5967741935483871
2019,서울,20,K83,담도의 기타 질환,4.48,입원전담의학과,K83,0.56
2019,서울,20,I20,협심증,5.2933151432469305,입원전담의학과,I20,0.6616643929058663
2019,서울,20,C22,간 및 간내 담관의 악성 신생물,5.7957244655581945,입원전담의학과,C22,0.7244655581947743
2019,서울,1,G81,편마비,146.64606741573033,재활의학과,G81,0.648876404494382
2019,서울,2,G82,하반신마비 및 사지마비,97.66292134831461,재활의학과,G82,0.5955056179775281
2019,서울,3,R26,보행과 이동의 이상,23.283582089552237,재활의학과,R26,0.5970149253731343
2019,서울,4,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,22.293333333333333,재활의학과,Z50,0.6192592592592593
2019,서울,5,G20,파킨슨병,22.785714285714285,재활의학과,G20,0.7350230414746544
2019,서울,6,M51,기타 추간판장애,15.423728813559324,재활의학과,M51,0.6169491525423729
2019,서울,7,I63,뇌경색증,12.422535211267608,재활의학과,I63,0.5646606914212549
2019,서울,8,S72,대퇴골의 골절,4.660194174757281,재활의학과,S72,0.2912621359223301
2019,서울,9,I62,기타 비외상성 두개내출혈,5.346534653465347,재활의학과,I62,0.5346534653465347
2019,서울,10,M48,기타 척추병증,4.972088546679499,재활의학과,M48,0.5524542829643888
2019,서울,11,G95,척수의 기타 질환,4.741935483870967,재활의학과,G95,0.6774193548387096
2019,서울,11,M54,등통증,5.300970873786408,재활의학과,M54,0.7572815533980582
2019,서울,13,G23,기저핵의 기타 퇴행성 질환,5.333333333333333,재활의학과,G23,0.8888888888888888
2019,서울,13,M17,무릎관절증,1.7735849056603774,재활의학과,M17,0.29559748427672955
2019,서울,15,G62,기타 다발신경병증,4.516129032258064,재활의학과,G62,0.9032258064516129
2019,서울,15,G61,염증성 다발신경병증,4.5,재활의학과,G61,0.9
2019,서울,15,G12,척수성 근위축 및 관련 증후군,3.5294117647058827,재활의학과,G12,0.7058823529411765
2019,서울,18,I61,뇌내출혈,1.936842105263158,재활의학과,I61,0.4842105263157895
2019,서울,18,M50,경추간판장애,3.116279069767442,재활의학과,M50,0.7790697674418605
2019,서울,18,G93,뇌의 기타 장애,2.32,재활의학과,G93,0.58
2019,서울,18,M87,골괴사,1.92,재활의학과,M87,0.48
2019,서울,1,F20,조현병,71.02362204724409,정신건강의학과,F20,0.6456692913385826
2019,서울,2,F10,알콜사용에 의한 정신 및 행동 장애,22.7012987012987,정신건강의학과,F10,0.5974025974025974
2019,서울,3,F31,양극성 정동장애,15.627906976744187,정신건강의학과,F31,0.6511627906976745
2019,서울,4,F32,우울에피소드,10.205607476635514,정신건강의학과,F32,0.48598130841121495
2019,서울,5,F03,상세불명의 치매,3.6036036036036037,정신건강의학과,F03,0.45045045045045046
2019,서울,6,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",4.7894736842105265,정신건강의학과,F06,0.6842105263157895
2019,서울,7,F25,조현정동장애,4.199999999999999,정신건강의학과,F25,0.7
2019,서울,7,F22,지속성 망상장애,2.571428571428571,정신건강의학과,F22,0.42857142857142855
2019,서울,9,F33,재발성 우울장애,1.1428571428571428,정신건강의학과,F33,0.2857142857142857
2019,서울,10,F41,기타 불안장애,1.6578947368421053,정신건강의학과,F41,0.5526315789473685
2019,서울,10,F07,"뇌질환, 뇌손상 및 기능이상에 의한 인격 및 행동장애",3.0,정신건강의학과,F07,1.0
2019,서울,10,F43,심한 스트레스에 대한 반응 및 적응장애,3.0,정신건강의학과,F43,1.0
2019,서울,10,G30,알츠하이머병,2.0350877192982457,정신건강의학과,G30,0.6783625730994152
2019,서울,14,F70,경도 정신지체,0.0,정신건강의학과,F70,0.0
2019,서울,15,F63,습관 및 충동 장애,0.5,정신건강의학과,F63,0.5
2019,서울,15,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,0.6363636363636364,정신건강의학과,R41,0.6363636363636364
2019,서울,15,Z03,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가,0.4222222222222222,정신건강의학과,Z03,0.4222222222222222
2019,서울,15,G47,수면장애,0.5211267605633803,정신건강의학과,G47,0.5211267605633803
2019,서울,15,F51,비기질성 수면장애,0.6363636363636364,정신건강의학과,F51,0.6363636363636364
2019,서울,1,M17,무릎관절증,151.64150943396226,정형외과,M17,0.29559748427672955
2019,서울,2,M75,어깨병변,132.66331658291458,정형외과,M75,0.4824120603015075
2019,서울,3,M48,기타 척추병증,150.82001924927815,정형외과,M48,0.5524542829643888
2019,서울,4,S72,대퇴골의 골절,39.90291262135922,정형외과,S72,0.2912621359223301
2019,서울,5,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,32.79545454545455,정형외과,Z47,0.42045454545454547
2019,서울,6,M96,달리 분류되지 않은 처치후 근골격장애,51.00574712643678,정형외과,M96,0.7183908045977011
2019,서울,7,M23,무릎의 내부장애,26.0,정형외과,M23,0.4
2019,서울,8,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",25.359550561797754,정형외과,T84,0.4157303370786517
2019,서울,9,G56,팔의 단일신경병증,35.46666666666667,정형외과,G56,0.6333333333333333
2019,서울,10,S82,발목을 포함한 아래다리의 골절,16.8,정형외과,S82,0.34285714285714286
2019,서울,11,L03,연조직염,35.25,정형외과,L03,0.734375
2019,서울,12,E11,2형 당뇨병,25.83191301792536,정형외과,E11,0.6150455480458419
2019,서울,13,S52,아래팔의 골절,9.411764705882353,정형외과,S52,0.23529411764705882
2019,서울,14,S42,어깨 및 위팔의 골절,18.055555555555557,정형외과,S42,0.46296296296296297
2019,서울,15,M20,손가락 및 발가락의 후천변형,12.297872340425533,정형외과,M20,0.3617021276595745
2019,서울,16,M87,골괴사,15.36,정형외과,M87,0.48
